id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Region_852	11	0.015551	0.061802	0.87526	50	6	-0.44867	0.16625	0.16552	0.866965	178	1	-0.44867
Region_266	8	0.016589	0.058872	0.87526	51	1	0.21163	0.0056727	0.01043	0.546941	13	1	0.21163
Region_517	2	0.016923	0.03126	0.843124	52	1	-0.8848	0.75921	0.75643	0.978122	726	0	-0.8848
Region_7	6	0.017757	0.056644	0.87526	53	3	-0.46121	0.87345	0.87462	0.988775	831	0	-0.46121
Region_448	3	0.019242	0.046684	0.87526	54	2	-0.89259	0.86883	0.86971	0.988775	829	0	-0.89259
Region_643	1	0.020046	0.02035	0.738857	55	1	-1.4115	0.97995	0.97986	0.9949	930	0	-1.4115
Region_334	9	0.020299	0.072504	0.87526	56	5	-0.45355	0.60394	0.60195	0.953749	594	0	-0.45355
Region_866	2	0.020303	0.037636	0.87526	57	1	-0.75156	0.61223	0.61015	0.953749	607	0	-0.75156
Region_449	3	0.020721	0.04906	0.87526	58	2	-0.87778	0.94963	0.94949	0.9949	897	0	-0.87778
Region_731	3	0.020814	0.04914	0.87526	59	2	-0.8828	0.30883	0.30789	0.875543	330	0	-0.8828
Region_326	6	0.021302	0.065732	0.87526	60	3	-0.28561	0.55998	0.56038	0.953749	550	0	-0.28561
Region_565	15	0.021361	0.091542	0.87526	61	5	-0.1315	0.80058	0.80131	0.978122	763	0	-0.1315
Region_122	6	0.021384	0.065921	0.87526	62	3	-0.59185	0.57409	0.5744	0.953749	555	0	-0.59185
Region_914	7	0.021504	0.070752	0.87526	63	3	-0.28564	0.65397	0.65368	0.958295	641	0	-0.28564
Region_702	8	0.022513	0.077078	0.87526	64	3	-0.12297	0.92884	0.92865	0.9949	882	0	-0.12297
Region_638	5	0.02281	0.064178	0.87526	65	3	-0.43546	0.97707	0.97679	0.9949	925	0	-0.43546
Region_30	6	0.023292	0.071217	0.87526	66	2	0.35481	0.32045	0.3199	0.875543	343	0	0.35481
Region_743	13	0.023848	0.097383	0.87526	67	6	-0.1071	0.77573	0.7745	0.978122	736	0	-0.1071
Region_394	6	0.024355	0.07388	0.87526	68	2	0.12264	0.75192	0.75156	0.978122	717	0	0.12264
Region_54	3	0.02503	0.055327	0.87526	69	2	-0.85025	0.93236	0.93201	0.9949	884	0	-0.85025
Region_314	3	0.025147	0.055506	0.87526	70	1	-0.052564	0.64561	0.64483	0.958295	633	0	-0.052564
Region_401	2	0.02588	0.047407	0.87526	71	2	-1.1001	0.97374	0.97284	0.9949	922	0	-1.1001
Region_312	9	0.026359	0.089651	0.87526	72	2	0.50575	0.081439	0.082721	0.840329	94	1	0.50575
Region_876	9	0.026936	0.091027	0.87526	73	3	0.17699	0.89627	0.89437	0.990353	854	0	0.17699
Region_828	18	0.027012	0.11574	0.87914	74	4	-0.065858	0.69181	0.69175	0.971747	672	0	-0.065858
Region_235	7	0.027908	0.086394	0.87526	75	3	0.24286	0.61066	0.6105	0.953749	601	0	0.24286
Region_771	2	0.027952	0.050922	0.87526	76	1	-0.77915	0.75203	0.74945	0.978122	719	0	-0.77915
Region_772	9	0.028253	0.094532	0.87526	77	4	-0.17784	0.66831	0.66612	0.958564	657	0	-0.17784
Region_438	13	0.029033	0.11251	0.876321	78	5	-0.18297	0.97775	0.97697	0.9949	926	0	-0.18297
Region_25	11	0.029436	0.1064	0.875931	79	6	-0.43419	0.95572	0.9562	0.9949	904	0	-0.43419
Region_458	6	0.029999	0.089156	0.87526	80	1	-0.13876	0.36713	0.36717	0.886476	392	0	-0.13876
Region_711	6	0.030674	0.091047	0.87526	81	4	-0.541	0.92122	0.92153	0.993377	874	0	-0.541
Region_374	2	0.030751	0.055921	0.87526	82	2	-0.73165	0.96925	0.96863	0.9949	918	0	-0.73165
Region_13	15	0.031411	0.12324	0.8881	83	7	0.064942	0.84694	0.84742	0.978781	816	0	0.064942
Region_327	21	0.031887	0.14049	0.939671	84	8	-0.034333	0.12771	0.14732	0.853191	144	1	-0.034333
Region_622	3	0.031969	0.065534	0.87526	85	1	0.42584	0.0039646	0.0044996	0.546941	9	1	0.42584
Region_881	6	0.032631	0.096215	0.87526	86	3	-0.3058	0.38498	0.385	0.886925	409	0	-0.3058
Region_805	6	0.033271	0.097878	0.87526	87	4	-0.48058	0.18494	0.1833	0.866965	196	0	-0.48058
Region_890	3	0.033317	0.067485	0.87526	88	1	0.66336	0.21132	0.21092	0.866965	230	0	0.66336
Region_383	9	0.033623	0.10945	0.875931	89	5	-0.46535	0.88288	0.88129	0.988775	843	0	-0.46535
Region_389	9	0.03364	0.10949	0.875931	90	4	0.043516	0.64656	0.64473	0.958295	634	0	0.043516
Region_654	9	0.034079	0.11075	0.876321	91	3	-0.21569	0.045792	0.050882	0.767023	60	1	-0.21569
Region_2	5	0.034157	0.087057	0.87526	92	3	-0.40718	0.79924	0.79968	0.978122	761	0	-0.40718
Region_868	3	0.035657	0.071168	0.87526	93	1	-0.36444	0.84312	0.84445	0.978781	813	0	-0.36444
Region_177	2	0.036258	0.065336	0.87526	94	1	-0.48392	0.35402	0.35253	0.88422	372	0	-0.48392
Region_1	38	0.036328	0.18289	0.939671	95	5	0.13938	0.43772	0.43808	0.908854	454	1	0.13938
Region_817	2	0.037824	0.068227	0.87526	96	1	-0.59229	0.55097	0.54879	0.953749	542	0	-0.59229
Region_783	4	0.03837	0.092265	0.87526	97	3	-0.5294	0.39053	0.38832	0.886925	414	0	-0.5294
Region_753	2	0.038741	0.069851	0.87526	98	2	-0.65844	0.96126	0.96064	0.9949	909	0	-0.65844
Region_172	6	0.038901	0.11171	0.876321	99	2	-0.10916	0.35457	0.35429	0.88422	374	0	-0.10916
Region_237	3	0.039143	0.07693	0.87526	100	1	-0.018394	0.090589	0.091087	0.840329	104	0	-0.018394
Region_304	3	0.039239	0.077128	0.87526	101	1	-0.047191	0.71448	0.71625	0.978122	684	0	-0.047191
Region_462	27	0.040098	0.18041	0.939671	102	8	-0.080073	0.91317	0.91315	0.993377	865	0	-0.080073
Region_47	6	0.041406	0.11621	0.87914	103	3	-0.21981	0.7564	0.75591	0.978122	724	0	-0.21981
Region_803	28	0.04307	0.18873	0.939671	104	7	0.02711	0.27023	0.28128	0.875543	287	1	0.02711
Region_825	3	0.044564	0.08578	0.87526	105	1	-0.34193	0.94714	0.947	0.9949	895	0	-0.34193
Region_337	3	0.044933	0.086394	0.87526	106	2	-0.71504	0.65326	0.65249	0.958295	640	0	-0.71504
Region_216	3	0.045582	0.087444	0.87526	107	2	-0.58732	0.81516	0.81582	0.978122	781	0	-0.58732
Region_362	9	0.045639	0.14141	0.939671	108	4	-0.11627	0.68076	0.6787	0.965332	666	0	-0.11627
Region_353	3	0.046726	0.088929	0.87526	109	1	-0.16157	0.81279	0.81356	0.978122	777	0	-0.16157
Region_220	1	0.046774	0.046972	0.87526	110	1	-1.109	0.95323	0.95353	0.9949	900	0	-1.109
Region_138	3	0.047171	0.089473	0.87526	111	1	-0.2168	0.87573	0.87695	0.988775	833	0	-0.2168
Region_288	3	0.047934	0.090552	0.87526	112	1	-0.35955	0.34457	0.34366	0.88422	365	0	-0.35955
Region_617	1	0.047988	0.048318	0.87526	113	1	-1.1032	0.95201	0.95249	0.9949	898	0	-1.1032
Region_9	6	0.048169	0.12817	0.909739	114	2	-0.045816	0.83649	0.83722	0.978122	804	0	-0.045816
Region_553	24	0.048626	0.1999	0.939671	115	9	0.10577	0.3217	0.32237	0.875543	345	1	0.10577
Region_405	3	0.049109	0.092611	0.87526	116	2	-0.68301	0.44098	0.44048	0.908854	458	0	-0.68301
Region_45	6	0.05073	0.13269	0.915581	117	2	0.15398	0.41233	0.41254	0.900536	430	0	0.15398
Region_742	6	0.050846	0.13288	0.915581	118	2	0.30545	0.34347	0.34324	0.88422	364	0	0.30545
Region_827	3	0.050891	0.095374	0.87526	119	2	-0.6896	0.93642	0.93609	0.9949	888	0	-0.6896
Region_320	3	0.050976	0.095473	0.87526	120	2	-0.69228	0.75293	0.75363	0.978122	720	0	-0.69228
Region_470	14	0.051314	0.17503	0.939671	121	6	-0.20503	0.2381	0.23957	0.875543	259	0	-0.20503
Region_498	21	0.051732	0.20208	0.939671	122	6	0.05055	0.71579	0.71601	0.978122	686	0	0.05055
Region_917	7	0.05177	0.14175	0.939671	123	2	0.11208	0.9715	0.9719	0.9949	920	0	0.11208
Region_902	12	0.052007	0.17126	0.939671	124	5	0.0055248	0.51073	0.50866	0.943365	511	0	0.0055248
Region_426	6	0.052453	0.13573	0.92845	125	3	-0.41204	0.72987	0.72996	0.978122	702	0	-0.41204
Region_133	3	0.053118	0.099057	0.87526	126	2	-0.67216	0.038824	0.038368	0.720255	54	1	-0.67216
Region_639	3	0.053624	0.099779	0.87526	127	2	-0.68545	0.32625	0.32507	0.875543	351	0	-0.68545
Region_466	3	0.053965	0.10014	0.87526	128	2	-0.67197	0.83431	0.83563	0.978122	801	0	-0.67197
Region_180	12	0.055865	0.1817	0.939671	129	2	0.1001	0.21614	0.21627	0.866965	234	0	0.1001
Region_217	3	0.056197	0.10394	0.875931	130	2	-0.50936	0.9557	0.95552	0.9949	903	0	-0.50936
Region_585	3	0.056323	0.10415	0.875931	131	2	-0.53645	0.2964	0.2953	0.875543	316	0	-0.53645
Region_350	11	0.056821	0.17166	0.939671	132	1	0.16246	0.57498	0.57499	0.953749	558	0	0.16246
Region_70	3	0.057477	0.10584	0.875931	133	2	-0.66425	0.76415	0.76563	0.978122	727	0	-0.66425
Region_754	3	0.057932	0.10653	0.875931	134	1	-0.30979	0.95506	0.95491	0.9949	902	0	-0.30979
Region_189	1	0.058235	0.058594	0.87526	135	1	-1.034	0.94177	0.94216	0.9949	894	0	-1.034
Region_502	3	0.058657	0.10763	0.875931	136	1	0.18631	0.64234	0.64183	0.958295	631	0	0.18631
Region_240	2	0.059214	0.10482	0.875931	137	2	-0.48405	0.94079	0.93996	0.9949	892	0	-0.48405
Region_864	13	0.060194	0.19329	0.939671	138	6	-0.14664	0.37215	0.37147	0.886925	397	0	-0.14664
Region_411	11	0.061231	0.18167	0.939671	139	5	-0.37726	0.91163	0.91206	0.993377	864	0	-0.37726
Region_508	15	0.061899	0.20859	0.939671	140	3	0.026904	0.419	0.41764	0.900536	438	0	0.026904
Region_694	5	0.06379	0.14423	0.939671	141	2	-0.31783	0.83701	0.83716	0.978122	806	0	-0.31783
Region_365	6	0.064168	0.15456	0.939671	142	3	-0.33969	0.06664	0.066732	0.825092	81	1	-0.33969
Region_719	5	0.064176	0.14495	0.939671	143	2	-0.2761	0.75509	0.75529	0.978122	722	0	-0.2761
Region_465	3	0.064349	0.11641	0.87914	144	1	-0.24314	0.50064	0.49879	0.932386	506	0	-0.24314
Region_524	12	0.065046	0.20145	0.939671	145	4	-0.21848	0.088454	0.094463	0.840329	101	1	-0.21848
Region_933	1	0.065201	0.065693	0.87526	146	1	-0.99659	0.9348	0.93503	0.9949	887	0	-0.99659
Region_556	6	0.065813	0.15724	0.939671	147	2	-0.11918	0.46642	0.46679	0.911599	482	0	-0.11918
Region_896	3	0.065917	0.11886	0.887372	148	1	-0.01926	0.75194	0.75272	0.978122	718	0	-0.01926
Region_780	3	0.066163	0.11938	0.887372	149	2	-0.62155	0.5289	0.52728	0.953749	522	0	-0.62155
Region_700	18	0.066254	0.2296	0.967603	150	7	-0.077819	0.59422	0.59359	0.953749	582	0	-0.077819
Region_651	10	0.066462	0.19388	0.939671	151	5	-0.27251	0.65829	0.65918	0.958295	648	0	-0.27251
Region_547	13	0.066533	0.20861	0.939671	152	5	-0.054289	0.62176	0.61953	0.953749	617	0	-0.054289
Region_145	3	0.068261	0.12286	0.8881	153	2	-0.61425	0.72136	0.72286	0.978122	693	0	-0.61425
Region_739	15	0.068378	0.22262	0.959608	154	4	-0.074255	0.01009	0.018924	0.638488	22	2	-0.074255
Region_503	5	0.069866	0.15579	0.939671	155	2	-0.14076	0.66393	0.66421	0.958564	655	0	-0.14076
Region_384	4	0.070083	0.14388	0.939671	156	1	-0.19558	0.096353	0.096938	0.840329	110	0	-0.19558
Region_676	9	0.070798	0.19163	0.939671	157	3	-0.1002	0.59442	0.5924	0.953749	583	0	-0.1002
Region_940	3	0.071631	0.12775	0.909739	158	2	-0.61973	0.80037	0.8014	0.978122	762	0	-0.61973
Region_58	6	0.071908	0.16754	0.939671	159	3	-0.387	0.58234	0.58241	0.953749	567	0	-0.387
Region_515	3	0.072848	0.12954	0.912575	160	2	-0.61084	0.78773	0.78912	0.978122	746	0	-0.61084
Region_886	2	0.07372	0.1206	0.8881	161	1	-0.36128	0.36621	0.36449	0.88422	391	0	-0.36128
Region_285	12	0.074372	0.2209	0.959608	162	3	0.24468	0.59851	0.59602	0.953749	590	0	0.24468
Region_223	6	0.07528	0.17299	0.939671	163	1	-0.13033	0.57264	0.57287	0.953749	554	0	-0.13033
Region_367	12	0.0769	0.22581	0.962048	164	3	0.13294	0.90022	0.89937	0.993032	855	0	0.13294
Region_126	2	0.076959	0.12323	0.8881	165	1	-0.57352	0.72288	0.7208	0.978122	695	0	-0.57352
Region_606	4	0.079574	0.15613	0.939671	166	1	-0.06073	0.80713	0.80702	0.978122	770	0	-0.06073
Region_538	9	0.07997	0.20823	0.939671	167	3	-0.077985	0.21264	0.21116	0.866965	232	0	-0.077985
Region_648	3	0.081691	0.14324	0.939671	168	1	-0.29424	0.785	0.7863	0.978122	742	0	-0.29424
Region_562	84	0.081925	0.37664	1.0	169	9	0.23577	0.0014676	0.0072816	0.546941	3	6	0.23577
Region_755	6	0.082144	0.18409	0.939671	170	1	0.32699	0.099478	0.099185	0.840329	116	1	0.32699
Region_527	4	0.084162	0.16216	0.939671	171	2	-0.46336	0.96676	0.96702	0.9949	914	0	-0.46336
Region_619	1	0.084853	0.085315	0.87526	172	1	-0.8638	0.91515	0.91569	0.993377	866	0	-0.8638
Region_574	3	0.085035	0.14808	0.939671	173	1	0.33929	0.26999	0.26905	0.875543	286	0	0.33929
Region_540	3	0.085582	0.1488	0.939671	174	2	-0.57458	0.091636	0.092433	0.840329	105	0	-0.57458
Region_626	5	0.08706	0.18773	0.939671	175	3	-0.45124	0.034456	0.03522	0.720255	49	1	-0.45124
Region_149	3	0.087324	0.1512	0.939671	176	2	-0.55939	0.95445	0.95427	0.9949	901	0	-0.55939
Region_331	6	0.088438	0.19455	0.939671	177	3	-0.19515	0.81242	0.81254	0.978122	776	0	-0.19515
Region_688	3	0.089031	0.15393	0.939671	178	2	-0.53859	0.70468	0.70588	0.978122	679	0	-0.53859
Region_854	6	0.090842	0.19852	0.939671	179	3	-0.44982	0.92176	0.9221	0.993377	875	0	-0.44982
Region_291	3	0.092545	0.15931	0.939671	180	2	-0.5454	0.70468	0.70588	0.978122	680	0	-0.5454
Region_153	3	0.092866	0.15979	0.939671	181	2	-0.45025	0.96473	0.96447	0.9949	912	0	-0.45025
Region_158	9	0.093024	0.23226	0.968854	182	2	-0.043349	0.58703	0.58514	0.953749	574	0	-0.043349
Region_630	3	0.093788	0.16132	0.939671	183	1	-0.039741	0.72226	0.72373	0.978122	694	0	-0.039741
Region_618	1	0.093887	0.094344	0.87526	184	1	-0.84308	0.90611	0.90693	0.993377	859	0	-0.84308
Region_363	5	0.094823	0.20241	0.939671	185	3	-0.44423	0.14	0.13873	0.853191	157	0	-0.44423
Region_309	8	0.095733	0.23298	0.968854	186	2	0.47165	0.22188	0.2221	0.866965	242	0	0.47165
Region_487	24	0.09631	0.31877	1.0	187	6	0.08518	0.43217	0.43237	0.906573	449	0	0.08518
Region_65	36	0.096333	0.35079	1.0	188	9	0.0042144	0.1827	0.23771	0.875543	194	1	0.0042144
Region_204	3	0.096581	0.16529	0.939671	189	1	0.34475	0.19156	0.19156	0.866965	203	0	0.34475
Region_820	3	0.098897	0.16885	0.939671	190	2	-0.54902	0.31352	0.31237	0.875543	335	0	-0.54902
Region_356	3	0.098959	0.169	0.939671	191	2	-0.53491	0.90975	0.90984	0.993377	861	0	-0.53491
Region_329	3	0.10225	0.17361	0.939671	192	2	-0.51861	0.97112	0.97088	0.9949	919	0	-0.51861
Region_637	3	0.10252	0.174	0.939671	193	2	-0.53511	0.88742	0.88839	0.99013	847	0	-0.53511
Region_623	9	0.1032	0.25043	1.0	194	3	-0.2093	0.3563	0.35452	0.88422	377	0	-0.2093
Region_105	5	0.1035	0.2172	0.953641	195	3	-0.40609	0.80228	0.80238	0.978122	767	0	-0.40609
Region_446	3	0.10383	0.17574	0.939671	196	1	0.10087	0.19241	0.19246	0.866965	204	0	0.10087
Region_707	3	0.10468	0.17701	0.939671	197	1	0.49482	0.27744	0.27625	0.875543	299	0	0.49482
Region_358	3	0.10493	0.1774	0.939671	198	1	-0.24645	0.38355	0.3824	0.886925	406	0	-0.24645
Region_593	2	0.10496	0.14573	0.939671	199	1	-0.51318	0.72723	0.72469	0.978122	698	0	-0.51318
Region_159	3	0.10578	0.17858	0.939671	200	2	-0.51527	0.61165	0.61192	0.953749	605	0	-0.51527
Region_483	10	0.10601	0.26854	1.0	201	3	-0.1102	0.20207	0.20312	0.866965	222	0	-0.1102
Region_597	3	0.10611	0.1791	0.939671	202	1	-0.20777	0.55873	0.55713	0.953749	548	0	-0.20777
Region_88	3	0.1082	0.1821	0.939671	203	2	-0.51607	0.062339	0.061772	0.788015	77	0	-0.51607
Region_343	1	0.10829	0.1091	0.875931	204	1	-0.79077	0.89171	0.89272	0.990353	849	0	-0.79077
Region_782	3	0.1083	0.18222	0.939671	205	2	-0.51146	0.83307	0.83433	0.978122	799	0	-0.51146
Region_835	3	0.10867	0.18273	0.939671	206	1	0.30644	0.61452	0.61474	0.953749	608	0	0.30644
Region_504	24	0.10946	0.34814	1.0	207	9	-0.10367	0.83581	0.83818	0.978122	802	0	-0.10367
Region_208	4	0.11046	0.19611	0.939671	208	1	-0.035425	0.54925	0.54824	0.953749	540	0	-0.035425
Region_432	9	0.11217	0.26621	1.0	209	2	0.078161	0.28656	0.2848	0.875543	308	0	0.078161
Region_716	27	0.11263	0.36743	1.0	210	8	0.031129	0.59532	0.59759	0.953749	585	0	0.031129
Region_898	1	0.11274	0.11325	0.876321	211	1	-0.76739	0.88726	0.88824	0.99013	845	0	-0.76739
Region_625	3	0.11355	0.18936	0.939671	212	1	-0.34715	0.36272	0.36203	0.88422	384	0	-0.34715
Region_296	3	0.11416	0.19022	0.939671	213	1	-0.0916	0.25018	0.24958	0.875543	268	0	-0.0916
Region_378	14	0.11569	0.3164	1.0	214	4	0.040763	0.20856	0.20919	0.866965	227	1	0.040763
Region_18	6	0.11666	0.24055	0.991613	215	2	-0.077116	0.9602	0.95997	0.9949	907	0	-0.077116
Region_8	3	0.12108	0.20034	0.939671	216	2	-0.49455	0.42398	0.42306	0.905751	441	0	-0.49455
Region_280	15	0.12161	0.32935	1.0	217	3	0.12727	0.97887	0.97901	0.9949	929	0	0.12727
Region_399	4	0.12242	0.21103	0.939671	218	2	-0.41186	0.06031	0.060862	0.788015	75	1	-0.41186
Region_537	79	0.12267	0.47405	1.0	219	15	0.29181	0.59809	0.63256	0.955787	589	1	0.29181
Region_39	33	0.12301	0.3996	1.0	220	3	0.16094	0.78609	0.78422	0.978122	744	0	0.16094
Region_519	3	0.12315	0.20343	0.939671	221	2	-0.48271	0.96154	0.96144	0.9949	910	0	-0.48271
Region_168	3	0.12346	0.20383	0.939671	222	2	-0.47166	0.96802	0.96764	0.9949	915	0	-0.47166
Region_520	39	0.12367	0.42042	1.0	223	6	0.026747	0.50865	0.51145	0.946683	510	0	0.026747
Region_930	3	0.12387	0.20432	0.939671	224	1	-0.412	0.58488	0.58367	0.953749	570	0	-0.412
Region_325	3	0.12585	0.20714	0.939671	225	2	-0.47543	0.96862	0.96816	0.9949	916	0	-0.47543
Region_67	6	0.12641	0.25505	1.0	226	2	0.17535	0.52314	0.52386	0.953749	517	0	0.17535
Region_201	3	0.12732	0.20916	0.939671	227	1	-0.24025	0.72075	0.72225	0.978122	692	0	-0.24025
Region_752	3	0.12732	0.20916	0.939671	228	1	0.33929	0.29062	0.28946	0.875543	312	0	0.33929
Region_555	3	0.12812	0.21008	0.939671	229	1	-0.14865	0.39763	0.39646	0.887485	423	0	-0.14865
Region_385	3	0.13042	0.21343	0.945922	230	2	-0.4626	0.23664	0.2361	0.875543	257	0	-0.4626
Region_269	1	0.13074	0.13126	0.915581	231	1	-0.7104	0.86926	0.86994	0.988775	830	0	-0.7104
Region_589	7	0.13151	0.27306	1.0	232	3	-0.30991	0.78583	0.7855	0.978122	743	0	-0.30991
Region_894	3	0.13183	0.21529	0.949712	233	1	0.13771	0.58745	0.58626	0.953749	575	0	0.13771
Region_845	9	0.13186	0.29964	1.0	234	4	-0.35214	0.88735	0.88569	0.99013	846	0	-0.35214
Region_769	6	0.13205	0.2643	1.0	235	1	-0.12285	0.58904	0.5893	0.953749	577	0	-0.12285
Region_49	6	0.13273	0.26537	1.0	236	3	-0.13152	0.53936	0.5399	0.953749	530	0	-0.13152
Region_229	24	0.13332	0.39597	1.0	237	6	0.16259	0.4694	0.47007	0.911599	484	0	0.16259
Region_197	7	0.13351	0.27608	1.0	238	3	-0.24371	0.91828	0.91807	0.993377	871	0	-0.24371
Region_92	2	0.13468	0.16862	0.939671	239	1	-0.39553	0.62159	0.61944	0.953749	616	0	-0.39553
Region_499	6	0.13732	0.27276	1.0	240	2	-0.17389	0.83769	0.83847	0.978122	807	0	-0.17389
Region_376	3	0.13773	0.22364	0.959622	241	1	0.2624	0.48408	0.48286	0.919479	496	0	0.2624
Region_759	9	0.13896	0.3116	1.0	242	3	-0.12393	0.25231	0.25008	0.875543	270	0	-0.12393
Region_878	6	0.13964	0.27641	1.0	243	3	-0.27938	0.58521	0.58524	0.953749	571	0	-0.27938
Region_200	6	0.14064	0.27812	1.0	244	1	0.29978	0.24192	0.24071	0.875543	260	0	0.29978
Region_807	12	0.1409	0.34412	1.0	245	1	-0.18328	0.84874	0.84709	0.978781	819	0	-0.18328
Region_368	3	0.1412	0.22881	0.967603	246	2	-0.44779	0.65064	0.64972	0.958295	637	0	-0.44779
Region_477	23	0.14135	0.403	1.0	247	8	-0.22393	0.82498	0.82629	0.978122	790	0	-0.22393
Region_351	6	0.14307	0.28173	1.0	248	2	-0.099183	0.76712	0.76715	0.978122	730	0	-0.099183
Region_862	3	0.14405	0.23298	0.968854	249	1	-0.1657	0.25847	0.2576	0.875543	274	0	-0.1657
Region_801	9	0.1452	0.32217	1.0	250	4	0.14479	0.6242	0.62236	0.953749	619	0	0.14479
Region_400	12	0.14527	0.35184	1.0	251	5	-0.20987	0.77402	0.77238	0.978122	735	0	-0.20987
Region_549	3	0.14532	0.23461	0.971368	252	1	-0.41354	0.27273	0.2718	0.875543	292	0	-0.41354
Region_500	6	0.14591	0.28652	1.0	253	3	-0.21947	0.88252	0.88298	0.988775	842	0	-0.21947
Region_417	16	0.14778	0.37826	1.0	254	6	-0.12586	0.48988	0.48677	0.919479	501	0	-0.12586
Region_691	15	0.14881	0.38098	1.0	255	3	0.14965	0.29674	0.29595	0.875543	317	0	0.14965
Region_174	6	0.15092	0.2943	1.0	256	3	-0.25629	0.38283	0.38282	0.886925	404	0	-0.25629
Region_305	5	0.15147	0.26984	1.0	257	1	-0.18544	0.075221	0.074385	0.825092	91	1	-0.18544
Region_183	6	0.15181	0.29581	1.0	258	3	-0.33558	0.81224	0.81238	0.978122	775	0	-0.33558
Region_257	6	0.15253	0.29698	1.0	259	3	-0.19707	0.91739	0.91778	0.993377	867	0	-0.19707
Region_730	18	0.15309	0.40443	1.0	260	5	-0.083806	0.54415	0.54297	0.953749	537	0	-0.083806
Region_481	27	0.15359	0.4425	1.0	261	6	0.063669	0.17643	0.20605	0.866965	188	1	0.063669
Region_913	3	0.15389	0.24639	1.0	262	1	-0.09566	0.57444	0.57319	0.953749	557	0	-0.09566
Region_884	6	0.15426	0.29978	1.0	263	3	-0.38164	0.7142	0.71454	0.978122	683	0	-0.38164
Region_715	4	0.15437	0.25107	1.0	264	2	0.098071	0.050586	0.051189	0.767023	66	1	0.098071
Region_571	5	0.15735	0.27555	1.0	265	1	0.077776	0.16111	0.15971	0.866965	176	0	0.077776
Region_463	6	0.15807	0.30612	1.0	266	1	0.37176	0.24223	0.24104	0.875543	261	0	0.37176
Region_750	9	0.15812	0.34338	1.0	267	3	0.068113	0.073008	0.075167	0.825092	88	1	0.068113
Region_469	6	0.16039	0.30967	1.0	268	3	-0.22677	0.056559	0.057268	0.772296	73	1	-0.22677
Region_162	9	0.16258	0.35094	1.0	269	1	-0.20988	0.2182	0.21647	0.866965	236	0	-0.20988
Region_166	15	0.16286	0.40252	1.0	270	5	-0.11721	0.064108	0.078533	0.840329	78	1	-0.11721
Region_275	7	0.16471	0.32053	1.0	271	1	-0.11919	0.61103	0.61079	0.953749	604	0	-0.11919
Region_19	9	0.16714	0.35867	1.0	272	3	-0.016444	0.55499	0.55343	0.953749	544	0	-0.016444
Region_176	5	0.16718	0.28643	1.0	273	1	-0.1184	0.20214	0.20134	0.866965	223	0	-0.1184
Region_227	6	0.16752	0.32072	1.0	274	1	-0.016266	0.84442	0.84521	0.978781	814	0	-0.016266
Region_883	6	0.1705	0.325	1.0	275	2	-0.23069	0.93015	0.93029	0.9949	883	0	-0.23069
Region_251	3	0.17132	0.26052	1.0	276	1	-0.24421	0.19338	0.19333	0.866965	207	0	-0.24421
Region_808	21	0.17293	0.44727	1.0	277	6	0.035265	0.0075676	0.018786	0.638488	16	2	0.035265
Region_373	11	0.17385	0.37856	1.0	278	4	-0.0067826	0.93924	0.94054	0.9949	890	0	-0.0067826
Region_847	15	0.17497	0.41836	1.0	279	3	0.44224	0.16698	0.16905	0.866965	181	1	0.44224
Region_669	15	0.17499	0.41839	1.0	280	4	-0.053499	0.14613	0.1508	0.857589	166	1	-0.053499
Region_90	8	0.17518	0.34715	1.0	281	1	0.079168	0.75624	0.75568	0.978122	723	0	0.079168
Region_213	3	0.17545	0.263	1.0	282	1	0.37928	0.29317	0.29197	0.875543	314	0	0.37928
Region_762	13	0.17641	0.40322	1.0	283	2	0.1137	0.79104	0.7894	0.978122	749	0	0.1137
Region_328	8	0.17935	0.35226	1.0	284	3	-0.23847	0.85499	0.85403	0.983172	821	0	-0.23847
Region_586	2	0.17981	0.2052	0.939671	285	1	-0.59389	0.91791	0.91743	0.993377	869	0	-0.59389
Region_434	3	0.17988	0.26604	1.0	286	1	0.75276	0.2207	0.22064	0.866965	240	0	0.75276
Region_242	3	0.18143	0.26703	1.0	287	1	-0.34814	0.88175	0.88293	0.988775	840	0	-0.34814
Region_699	9	0.18282	0.37716	1.0	288	3	-0.22545	0.089439	0.090453	0.840329	103	1	-0.22545
Region_686	2	0.1846	0.20914	0.939671	289	1	-0.47715	0.82785	0.82587	0.978122	796	0	-0.47715
Region_62	9	0.18476	0.37942	1.0	290	2	0.12425	0.27051	0.26835	0.875543	288	0	0.12425
Region_20	9	0.18724	0.38211	1.0	291	3	-0.065309	0.41737	0.41486	0.900536	434	0	-0.065309
Region_117	3	0.19007	0.27249	1.0	292	1	-0.36634	0.22053	0.22052	0.866965	239	0	-0.36634
Region_382	15	0.19234	0.44311	1.0	293	2	0.065168	0.12682	0.13298	0.853191	141	1	0.065168
Region_259	3	0.19278	0.27405	1.0	294	1	0.014438	0.66943	0.66932	0.960238	659	0	0.014438
Region_794	12	0.1947	0.42075	1.0	295	2	0.23594	0.088696	0.094671	0.840329	102	1	0.23594
Region_182	3	0.19573	0.27582	1.0	296	1	0.33114	0.15209	0.15279	0.857684	168	0	0.33114
