id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Region_359	9	0.19581	0.39084	1.0	297	2	-0.17242	0.2348	0.23295	0.872626	256	0	-0.17242
Region_16	9	0.19613	0.39114	1.0	298	3	-0.11234	0.58945	0.58734	0.953749	578	0	-0.11234
Region_409	6	0.19622	0.3498	1.0	299	2	-0.32931	0.74316	0.74281	0.978122	708	0	-0.32931
Region_575	7	0.19765	0.36688	1.0	300	3	-0.0050151	0.11452	0.114	0.853191	130	1	-0.0050151
Region_550	9	0.19791	0.39291	1.0	301	3	-0.18552	0.56617	0.56442	0.953749	551	0	-0.18552
Region_272	6	0.19841	0.35183	1.0	302	1	0.28876	0.28632	0.2856	0.875543	307	0	0.28876
Region_943	9	0.19893	0.39396	1.0	303	2	-0.1065	0.9598	0.95934	0.9949	906	0	-0.1065
Region_100	3	0.20018	0.2786	1.0	304	1	0.14902	0.58254	0.58135	0.953749	568	0	0.14902
Region_779	2	0.20052	0.22244	0.959608	305	1	-0.58811	0.92742	0.92663	0.9949	879	0	-0.58811
Region_48	1	0.20375	0.2035	0.939671	306	1	-0.51553	0.79625	0.79807	0.978122	754	0	-0.51553
Region_221	9	0.20497	0.40059	1.0	307	3	-0.12246	0.59758	0.59565	0.953749	588	0	-0.12246
Region_53	1	0.20522	0.20502	0.939671	308	1	-0.49273	0.79478	0.79655	0.978122	753	0	-0.49273
Region_146	12	0.20622	0.43461	1.0	309	2	0.11464	0.3234	0.32189	0.875543	346	0	0.11464
Region_918	3	0.20863	0.284	1.0	310	1	-0.0055546	0.65207	0.65113	0.958295	638	0	-0.0055546
Region_241	6	0.20872	0.36149	1.0	311	1	0.34194	0.038031	0.039675	0.720255	53	1	0.34194
Region_332	6	0.20889	0.36163	1.0	312	2	-0.16113	0.52674	0.52749	0.953749	521	0	-0.16113
Region_920	15	0.20913	0.46497	1.0	313	3	-0.17522	0.14429	0.14939	0.857589	162	1	-0.17522
Region_64	9	0.21002	0.40613	1.0	314	3	0.50423	0.15515	0.15342	0.857684	171	0	0.50423
Region_125	9	0.21025	0.40643	1.0	315	1	0.14024	0.22261	0.22101	0.866965	243	0	0.14024
Region_156	9	0.21181	0.40814	1.0	316	2	0.28538	0.042388	0.047922	0.752949	57	1	0.28538
Region_209	3	0.21297	0.28687	1.0	317	1	-0.25007	0.93819	0.93767	0.9949	889	0	-0.25007
Region_581	3	0.21353	0.28729	1.0	318	1	-0.30903	0.047616	0.046774	0.752949	63	1	-0.30903
Region_778	4	0.21646	0.32796	1.0	319	2	0.0081353	0.3399	0.33958	0.88422	363	0	0.0081353
Region_650	3	0.21764	0.29021	1.0	320	1	-0.18016	0.08658	0.086939	0.840329	98	0	-0.18016
Region_642	3	0.21786	0.29032	1.0	321	1	-0.26065	0.96104	0.96096	0.9949	908	0	-0.26065
Region_224	5	0.2194	0.34351	1.0	322	2	0.022127	0.0352	0.035893	0.720255	50	1	0.022127
Region_460	1	0.22095	0.22064	0.959608	323	1	-0.48051	0.77905	0.78093	0.978122	738	0	-0.48051
Region_40	11	0.22196	0.4435	1.0	324	2	0.14585	0.40149	0.40038	0.893518	425	0	0.14585
Region_109	15	0.22465	0.48535	1.0	325	2	0.3323	0.17907	0.18067	0.866965	192	1	0.3323
Region_624	15	0.22589	0.48707	1.0	326	4	0.15853	0.011584	0.021449	0.638488	25	1	0.15853
Region_594	1	0.2265	0.22624	0.962048	327	1	-0.46835	0.7735	0.77526	0.978122	734	0	-0.46835
Region_873	6	0.22732	0.3785	1.0	328	1	0.20818	0.15466	0.15355	0.857684	170	0	0.20818
Region_786	6	0.23091	0.38178	1.0	329	2	0.084234	0.86648	0.86756	0.988775	827	0	0.084234
Region_533	12	0.23157	0.46528	1.0	330	3	-0.10347	0.22844	0.22901	0.869773	250	0	-0.10347
Region_178	4	0.23353	0.34885	1.0	331	2	-0.21085	0.92097	0.9202	0.993377	873	0	-0.21085
Region_73	3	0.23382	0.30058	1.0	332	1	-0.063736	0.30788	0.30689	0.875543	329	0	-0.063736
Region_568	6	0.23685	0.38707	1.0	333	1	-0.077034	0.19873	0.19692	0.866965	215	0	-0.077034
Region_478	6	0.2383	0.3885	1.0	334	2	-0.18294	0.37178	0.37171	0.886925	396	0	-0.18294
Region_424	9	0.2389	0.43727	1.0	335	1	0.39426	0.20769	0.20615	0.866965	226	0	0.39426
Region_530	152	0.23955	0.67796	1.0	336	28	0.12096	0.74321	0.74637	0.978122	709	2	0.12096
Region_152	18	0.24038	0.52691	1.0	337	6	-0.089013	0.7204	0.72038	0.978122	690	0	-0.089013
Region_572	3	0.24097	0.30493	1.0	338	1	-0.0045837	0.31469	0.31341	0.875543	337	0	-0.0045837
Region_471	6	0.24136	0.39113	1.0	339	2	0.30913	0.41754	0.41781	0.900536	435	0	0.30913
Region_644	3	0.24288	0.3064	1.0	340	1	0.46186	0.19933	0.19899	0.866965	217	0	0.46186
Region_690	3	0.24326	0.30668	1.0	341	1	0.39361	0.38024	0.37914	0.886925	401	0	0.39361
Region_773	15	0.24357	0.50878	1.0	342	5	-0.11914	0.82506	0.82548	0.978122	792	0	-0.11914
Region_880	3	0.24443	0.30762	1.0	343	1	0.39229	0.47078	0.46981	0.911599	486	0	0.39229
Region_181	18	0.24444	0.53218	1.0	344	5	-0.11869	0.54537	0.54433	0.953749	539	0	-0.11869
Region_675	3	0.24475	0.30793	1.0	345	1	-0.06119	0.11573	0.11638	0.853191	131	0	-0.06119
Region_298	2	0.24581	0.2605	1.0	346	1	-0.26116	0.60558	0.60362	0.953749	595	0	-0.26116
Region_488	3	0.24598	0.30873	1.0	347	1	-0.35978	0.74694	0.74806	0.978122	714	0	-0.35978
Region_492	20	0.24966	0.55027	1.0	348	6	0.30435	0.19937	0.20503	0.866965	218	1	0.30435
Region_932	3	0.24972	0.31142	1.0	349	1	-0.21034	0.29684	0.29582	0.875543	319	0	-0.21034
Region_318	6	0.25027	0.39938	1.0	350	1	0.11656	0.40743	0.4072	0.900228	429	0	0.11656
Region_614	5	0.25081	0.37799	1.0	351	2	-0.1192	0.87826	0.87876	0.988775	836	0	-0.1192
Region_323	6	0.25135	0.40041	1.0	352	2	-0.22726	0.0067395	0.010618	0.546941	15	1	-0.22726
Region_687	6	0.25403	0.40312	1.0	353	1	0.15877	0.7653	0.7652	0.978122	728	0	0.15877
Region_588	6	0.25495	0.40399	1.0	354	1	-0.070331	0.74607	0.74553	0.978122	712	0	-0.070331
Region_595	1	0.25584	0.2559	1.0	355	0	-0.40474	0.74416	0.74572	0.978122	710	0	-0.40474
Region_262	9	0.25595	0.45548	1.0	356	3	-0.085464	0.86175	0.86076	0.98731	824	0	-0.085464
Region_608	3	0.25935	0.31782	1.0	357	1	-0.25082	0.57429	0.57307	0.953749	556	0	-0.25082
Region_531	21	0.26159	0.5754	1.0	358	3	0.10666	0.42728	0.42885	0.906573	446	0	0.10666
Region_505	3	0.26177	0.31969	1.0	359	1	0.44644	0.16647	0.16682	0.866965	179	0	0.44644
Region_261	1	0.26306	0.26352	1.0	360	0	-0.38518	0.73694	0.73825	0.978122	705	0	-0.38518
Region_732	2	0.26394	0.27581	1.0	361	1	-0.073764	0.32507	0.32358	0.875543	348	0	-0.073764
Region_421	12	0.26618	0.50571	1.0	362	4	-0.1863	0.79716	0.79518	0.978122	757	0	-0.1863
Region_161	15	0.26791	0.53911	1.0	363	4	-0.069271	0.45367	0.45231	0.908854	471	0	-0.069271
Region_916	2	0.26793	0.27923	1.0	364	1	0.028626	0.18126	0.18148	0.866965	193	0	0.028626
Region_526	6	0.27455	0.42293	1.0	365	1	0.29555	0.24369	0.24268	0.875543	265	0	0.29555
Region_61	3	0.27717	0.33007	1.0	366	1	0.018252	0.2488	0.24819	0.875543	267	0	0.018252
Region_349	6	0.27719	0.42524	1.0	367	2	0.0040714	0.26997	0.26935	0.875543	285	0	0.0040714
Region_46	8	0.27726	0.47195	1.0	368	3	-0.17372	0.072073	0.073177	0.825092	87	1	-0.17372
Region_923	12	0.27885	0.52081	1.0	369	3	0.065888	0.97779	0.97777	0.9949	927	0	0.065888
Region_467	3	0.27913	0.33128	1.0	370	1	-0.37472	0.45041	0.45022	0.908854	468	0	-0.37472
Region_107	12	0.28097	0.5235	1.0	371	3	-0.085371	0.41992	0.41747	0.900536	439	0	-0.085371
Region_806	15	0.28123	0.55488	1.0	372	4	0.12338	0.88773	0.88693	0.99013	848	0	0.12338
Region_909	6	0.28195	0.42919	1.0	373	2	0.12843	0.61204	0.61227	0.953749	606	0	0.12843
Region_506	15	0.28388	0.55808	1.0	374	1	0.013444	0.21096	0.2113	0.866965	229	1	0.013444
Region_931	13	0.28485	0.53571	1.0	375	3	0.062123	0.72615	0.72443	0.978122	696	0	0.062123
Region_911	12	0.28782	0.53183	1.0	376	3	0.19892	0.14307	0.14445	0.853191	159	1	0.19892
Region_620	10	0.29445	0.51506	1.0	377	3	-0.16812	0.44991	0.45158	0.908854	465	0	-0.16812
Region_414	3	0.29512	0.34244	1.0	378	1	0.20821	0.17603	0.17614	0.866965	187	0	0.20821
Region_175	3	0.29544	0.34267	1.0	379	1	0.073944	0.8006	0.80165	0.978122	764	0	0.073944
Region_398	20	0.29548	0.60058	1.0	380	4	0.30874	0.79699	0.79779	0.978122	756	0	0.30874
