BIN	coeff	pvalue
PHOX2B.00141	0.00130433390002386	0.722607358617508
PHOX2B.00142	-0.00375330677349052	0.298556388821528
PHOX2B.00143	-0.0043448237096243	0.395241531855804
PHOX2B.00144	-0.00512465329485592	0.393080234556861
PHOX2B.00145	-0.00498806153810852	0.410640151949776
PHOX2B.00146	-0.00781508905393151	0.111021711748694
PHOX2B.00147	-0.0105153777031369	0.0321327001966615
PHOX2B.00148	-0.00632662320775608	0.166207794710538
PHOX2B.00149	0.000699410829356219	0.889519766931362
PHOX2B.00150	0.00236899110119385	0.628211171925072
PHOX2B.00151	-0.00155118774199802	0.830977074416051
PHOX2B.00187	0.00278741684714053	0.69216923453563
PHOX2B.00188	-0.00315567967810251	0.634724422262933
PHOX2B.00189	-0.00984020398346743	0.186960752485377
PHOX2B.00190	-0.0244830936636924	0.000298913963988091
PHOX2B.00191	-0.0188462877133802	0.00275782817533624
PHOX2B.00192	-0.00569213592281109	0.229858522515738
PHOX2B.00196	0.00217509007522452	0.619606554581187
PHOX2B.00197	0.00272372868181131	0.579775427533525
PHOX2B.00198	-0.00355053245689925	0.393649065794345
PHOX2B.00199	-0.0131354506495325	0.0539670865514966
PHOX2B.00200	-0.0230578492487258	0.0032468859726569
PHOX2B.00201	-0.0213693373811752	0.00920296378745481
PHOX2B.00202	-0.00847912704810238	0.174045696615397
PHOX2B.00203	0.0026139049469443	0.434933462603533
PHOX2B.00204	0.00928244222889624	0.00195264503718038
PHOX2B.00205	0.0085258021433756	0.0210630437356947
PHOX2B.00206	0.00410559932290539	0.308858505742964
PHOX2B.00207	-0.00417283946037957	0.444667176910504
PHOX2B.00208	-0.0107965752642625	0.0393364427157449
PHOX2B.00209	-0.00732634610769709	0.196499451738133
PHOX2B.00210	-0.00740966177389383	0.186603385852827
PHOX2B.00213	-0.00165832832732049	0.768425973669048
PHOX2B.00214	-0.00277052847118228	0.58301453088278
PHOX2B.00216	-0.00212840519990837	0.717667416055993
PHOX2B.00217	0.00419349745541727	0.378767301409874
PHOX2B.00218	0.00408459778366435	0.371630041380173
PHOX2B.00222	0.0017614033213795	0.626460802971698
PHOX2B.00223	0.00185730963482956	0.583624274144711
PHOX2B.00224	0.00544236903160646	0.096635866510225
PHOX2B.00225	-0.000524354103320847	0.901222274429239
PHOX2B.00226	-0.0118915597663482	0.0146179061476353
PHOX2B.00227	-0.0230563394397198	5.06331788008391e-05
PHOX2B.00228	-0.0107525975435965	0.04097224661071
PHOX2B.00229	-0.00925434907253691	0.124797407012241
PHOX2B.00230	-0.00893944139113196	0.0878255797751536
PHOX2B.00231	-0.00698841570032006	0.181621913704365
PHOX2B.00232	0.000772306539677783	0.864406730015477
PHOX2B.00233	0.00760389905698618	0.0668527691889578
PHOX2B.00235	-0.0026614548069945	0.659204983305736
PHOX2B.00236	0.0045815204898187	0.465355437266974
PHOX2B.00237	-0.00348512411756721	0.591332413917551
PHOX2B.00238	0.00079154267070905	0.879706036419104
PHOX2B.00239	-0.0017964764980127	0.736156932097945
PHOX2B.00240	0.00409079393044892	0.320171413680611
PHOX2B.00241	0.00821351611756767	0.0989980900162716
PHOX2B.00242	0.00266668630250238	0.53680688043899
PHOX2B.00243	-0.016388406120535	0.310190111078356
PHOX2B.00244	-0.0115147878835134	0.289966122513899
PHOX2B.00245	-0.00506818922703654	0.533743613282816
PHOX2B.00248	0.00556956299555652	0.199384519936632
PHOX2B.00249	0.00684745942649044	0.165356060861479
PHOX2B.00252	0.00601694987457425	0.179898580774656
PHOX2B.00253	-0.0065422777809028	0.215395509151065
PHOX2B.00254	-0.0119548396662296	0.0041158753800717
PHOX2B.00255	-0.0170326267548709	0.000178392917595172
PHOX2B.00256	-0.00632271190931277	0.219471814664897
PHOX2B.00257	0.0034766136356162	0.505003300954638
PHOX2B.00258	-0.000441147580288601	0.943522972404622
PHOX2B.00259	-0.00185057352754498	0.734217865753945
PHOX2B.00260	-0.00527205283875379	0.270956525654406
PHOX2B.00261	0.0107723732604732	0.00916591916486709
PHOX2B.00262	0.0105687339199217	0.00600726901711406
PHOX2B.00263	0.00219622460206249	0.743453559050569
PHOX2B.00264	-0.00367029264659083	0.56673511927775
PHOX2B.00265	-0.00529865881880996	0.402764941291803
PHOX2B.00266	0.00764795534261715	0.0372789998392147
PHOX2B.00267	-0.00291184008908795	0.591643764835528
PHOX2B.00268	-0.00671664900755594	0.20617937740892
PHOX2B.00269	-0.00926964294164308	0.143368664791771
PHOX2B.00270	-6.47660637252097e-05	0.990227525182459
PHOX2B.00271	0.00314631456729007	0.582601198170033
PHOX2B.00272	0.00523849268332314	0.291329253624637
PHOX2B.00273	0.00153318007259728	0.742602057453482
PHOX2B.00275	-0.000619144634735583	0.899630922983245
PHOX2B.00276	-0.0019138233195269	0.6770250941797
PHOX2B.00277	9.92101791294125e-05	0.980114730113777
PHOX2B.00280	0.00180092460846288	0.685183328714099
PHOX2B.00281	-0.00773343139795472	0.0806702290259359
PHOX2B.00282	-0.00487229927612957	0.287977861953852
PHOX2B.00283	-0.00749373812622884	0.112619507648661
PHOX2B.00287	-0.0015597508466408	0.661831259723267
PHOX2B.00288	-0.000387730880209724	0.913316400231451
PHOX2B.00290	0.00630668000521392	0.173394960908165
PHOX2B.00291	0.0119253878598921	0.0326418623049947
PHOX2B.00292	0.0134207996354551	0.0965464197448887
PHOX2B.00293	0.00394706107293024	0.598726772045834
PHOX2B.00294	0.00528464015579165	0.451597733535495
PHOX2B.00295	-0.0048824377459177	0.316503747228881
PHOX2B.00296	0.0016342206615304	0.747767852766534
PHOX2B.00298	-0.000839787773935537	0.855755395561845
PHOX2B.00299	0.00301235639773389	0.436422048170018
PHOX2B.00300	-0.000911015756482563	0.821756803601374
PHOX2B.00301	0.000529238483724521	0.900860481826703
PHOX2B.00302	0.00281271036772835	0.562936674081762
PHOX2B.00304	0.0097325173410354	0.0644919964164283
PHOX2B.00307	0.000323486100445646	0.953485058965414
PHOX2B.00308	0.00233627778880954	0.591391804730284
PHOX2B.00309	-0.00925297240854952	0.0688539280855004
PHOX2B.00310	-0.0128556521143889	0.0292747319663223
PHOX2B.00311	-0.0106879178884587	0.0743423265585798
PHOX2B.00312	-0.00366361243475599	0.451827092414102
PHOX2B.00314	0.00183264926281559	0.646671285772381
PHOX2B.00318	0.00180277512773492	0.614009419779797
PHOX2B.00323	0.007465390052387	0.0384907268492545
PHOX2B.00324	0.00652349152717372	0.0662892009641503
PHOX2B.00325	-0.0104949851896	0.219570933059838
PHOX2B.00326	-0.0187578790175353	0.0256942991607406
PHOX2B.00328	-0.0184684330896049	0.0122383365848187
PHOX2B.00329	-0.00949026733111142	0.144235379269586
PHOX2B.00330	-0.00212857430100582	0.629668192948922
PHOX2B.00331	-0.00147418241271281	0.742008027396182
PHOX2B.00332	0.000840890035771917	0.875263239569999
PHOX2B.00333	0.00649385293365163	0.110400390426064
PHOX2B.00334	0.0161423941337305	0.00285643716393693
PHOX2B.00337	0.0104678054510255	0.0358485995583493
PHOX2B.00338	0.0102741833545419	0.092076979332945
PHOX2B.00342	0.00149417387716855	0.701632277751469
PHOX2B.00343	-0.000401966261433355	0.941540808006677
PHOX2B.00344	0.00223712567236129	0.733424418012389
PHOX2B.00345	-0.0026228440198757	0.819166848045257
PHOX2B.00346	-0.00163488118874177	0.882971890216113
PHOX2B.00351	-0.0170431753448194	0.0548560423886873
PHOX2B.00352	-0.0127883821423992	0.0210441548706743
PHOX2B.00355	-0.00257795343032241	0.644249023703951
PHOX2B.00356	0.00019598366839291	0.969875078112286
PHOX2B.00357	0.000855251672816739	0.84017934237717
PHOX2B.00358	-0.00624696359796969	0.155002419209034
PHOX2B.00359	-0.00407552549874887	0.344115474444155
PHOX2B.00360	-0.00207171129562086	0.607616180197189
PHOX2B.00361	0.00600407343898986	0.212691061937291
PHOX2B.00362	0.00597612855383366	0.133541292160485
PHOX2B.00363	0.00726296317469599	0.129735448408112
PHOX2B.00364	-0.00204623608643288	0.596638125685237
PHOX2B.00368	0.000474772934366306	0.900393450673016
PHOX2B.00369	-0.00422773937266946	0.182944712672336
PHOX2B.00370	0.00258621636465348	0.512714043632536
PHOX2B.00371	-0.00247806044301373	0.58442691979623
PHOX2B.00377	0.000770059632603816	0.906201412119063
PHOX2B.00379	-0.00228328077371253	0.763970228347153
PHOX2B.00382	0.00419403578488621	0.513615226536748
PHOX2B.00386	0.00733585963814801	0.0771792775517933
PHOX2B.00387	0.00529256754550748	0.130692082231012
PHOX2B.00388	0.00263604728993895	0.473768142036338
PHOX2B.00389	-0.00474433640836391	0.241360697401233
PHOX2B.00390	-0.00590659498415217	0.25199149124676
PHOX2B.00391	0.000533865234282206	0.912485314949493
PHOX2B.00392	0.00205512203734575	0.586062915539873
PHOX2B.00393	0.00716243071762682	0.0939988275730668
PHOX2B.00394	0.0120938571895066	0.00133345450321006
PHOX2B.00395	0.00662614731327368	0.168579447736185
PHOX2B.00396	-0.00302303531171653	0.476628512084296
PHOX2B.00397	-0.0181978667409736	0.000365384389629503
PHOX2B.00398	-0.0225797414009901	0.000154469208479723
PHOX2B.00399	-0.0236212588016947	0.000203716247206165
PHOX2B.00400	-0.0122872217624142	0.0365228144250405
PHOX2B.00401	-0.0061676863505717	0.151432831210709
PHOX2B.00402	-0.00171658806272179	0.619017740209975
PHOX2B.00403	-0.0015261046734536	0.753435625966032
PHOX2B.00404	0.00421715097828341	0.435283168240614
PHOX2B.00405	0.0116302164304209	0.0395448886347975
PHOX2B.00406	0.00852037724674225	0.0631332172938274
PHOX2B.00407	0.00825837892419842	0.0341074690237359
PHOX2B.00408	0.001592285139528	0.690887292400705
PHOX2B.00409	0.00191065457997418	0.608595354743745
PHOX2B.00410	-0.00527804141073405	0.237004753859995
PHOX2B.00411	-0.0134491019885278	0.00231047197080775
PHOX2B.00412	-0.0174858493037695	0.000189222027154653
PHOX2B.00413	-0.0169053176354473	0.000225430016000673
PHOX2B.00414	-0.00606185705304669	0.207539192273859
PHOX2B.00415	-0.00133454179299184	0.791312999132308
PHOX2B.00416	0.00545370187420872	0.194902670846347
PHOX2B.00417	-0.00741264544337429	0.0912108713789344
PHOX2B.00418	-0.0108103946593557	0.00788159260012607
PHOX2B.00420	-0.0165022219888792	0.000100125972827432
PHOX2B.00421	-0.00708703437200568	0.175517719621382
PHOX2B.00422	-0.00352803271256456	0.497631395678644
PHOX2B.00423	0.00284830499678985	0.543006042231093
PHOX2B.00424	-0.00193538672670629	0.554629986901861
PHOX2B.00426	0.00337260316564003	0.363733720339463
PHOX2B.00427	-0.00446313003352836	0.465322188002703
PHOX2B.00428	-0.00881246482952605	0.158360708772348
PHOX2B.00429	-0.00928688183932553	0.123664710178194
PHOX2B.00430	-0.00400945299666768	0.242027846474405
PHOX2B.00431	-0.00717166516366591	0.196088596910464
PHOX2B.00432	-0.0104626984439038	0.0769407826809532
PHOX2B.00433	-0.0099587458093498	0.123351081540131
PHOX2B.00434	-0.0038525084982332	0.392353069873595
PHOX2B.00435	-0.010413130828003	0.0120376267051947
PHOX2B.00439	-0.00877471001249244	0.00762961489973221
PHOX2B.00440	-0.0116943023030524	0.00153703751932866
PHOX2B.00441	-0.00552213741625121	0.138693195309785
PHOX2B.00442	0.00284884083952192	0.555508705896302
PHOX2B.00446	0.0127033008984352	0.00421381406123184
PHOX2B.00447	0.0158754522229545	7.22572889110143e-05
PHOX2B.00448	0.00856900508246561	0.0282619698166998
PHOX2B.00450	-0.00203048704243949	0.595130008302051
PHOX2B.00451	-0.00649579662008779	0.0745724521730169
PHOX2B.00452	-0.00720358897942766	0.0618193210646366
PHOX2B.00454	-0.00897994041501264	0.0785331990895374
PHOX2B.00455	0.00242644105511038	0.694519847740387
PHOX2B.00456	0.00378209191971637	0.546864970627838
PHOX2B.00457	0.0119673156336927	0.118016653176155
PHOX2B.00459	-0.00284888627330613	0.689166581563941
PHOX2B.00460	-0.00729345494289744	0.215637492634977
PHOX2B.00461	-0.00932928042407147	0.0741798452555807
PHOX2B.00462	-0.00636470947731571	0.248163631825556
PHOX2B.00463	-0.00303963723428943	0.594383840285894
PHOX2B.00464	-0.00514289842735585	0.249787914203277
PHOX2B.00465	0.00279590542042628	0.640464834054452
PHOX2B.00466	0.0120531716466547	0.0245691174404567
PHOX2B.00467	0.00977381972908854	0.12508907141496
PHOX2B.00468	0.000980203776856023	0.827415054615947
PHOX2B.00469	-0.00163440402565121	0.713678239569127
PHOX2B.00470	0.00541649967694479	0.315483846384824
PHOX2B.00471	-5.691202424404e-05	0.993067922057736
PHOX2B.00472	-0.000573609498576292	0.929109559852803
PHOX2B.00475	-0.00271780549840146	0.588750848610931
PHOX2B.00476	-0.00447224608914943	0.379663054774222
PHOX2B.00478	-0.0158550118706121	0.00256167416649326
PHOX2B.00479	-0.0296955283274687	1.73619650926484e-05
PHOX2B.00480	-0.0256386172818133	0.00020627024975189
PHOX2B.00481	-0.0156729411317421	0.0268297198148263
PHOX2B.00482	-0.00531022199421615	0.253340551129398
PHOX2B.00483	-0.00141252944805722	0.786325953280245
PHOX2B.00484	-0.00830025539595596	0.145962562732404
PHOX2B.00485	-0.00361809208352088	0.531721724623325
PHOX2B.00486	-0.00903127114481033	0.0699425882094503
PHOX2B.00487	-0.00925998926482681	0.051956686815858
PHOX2B.00488	-0.0146726105301032	0.000981223965688251
PHOX2B.00489	-0.0215393150993873	0.000245160158659746
PHOX2B.00490	-0.0176763427542936	0.00431916982663033
PHOX2B.00491	-0.00978742918959917	0.111825608032425
PHOX2B.00492	0.00539606238439315	0.172944089979548
PHOX2B.00493	0.00931871045863846	0.0158917109340557
PHOX2B.00494	0.00161595706239054	0.743718439344683
PHOX2B.00495	-0.000869739667764795	0.849402808372361
PHOX2B.00496	-0.000864340291116108	0.83908990172207
PHOX2B.00497	0.0093717936438507	0.0304910889004255
PHOX2B.00498	0.0117080235885904	0.0128990225106198
PHOX2B.00499	-0.00305040141691265	0.60934305860326
PHOX2B.00500	-0.0158063484112633	0.00239973953672722
PHOX2B.00501	-0.0209663696967981	0.000174165859813395
PHOX2B.00502	-0.00745404464949242	0.176810496291908
PHOX2B.00505	0.0040273715252457	0.433065954648316
PHOX2B.00506	0.00272894203865337	0.580104721362409
PHOX2B.00507	0.000174456969873643	0.966799584614914
PHOX2B.00508	-0.00043743792300093	0.892084354497478
PHOX2B.00509	-0.00170400466310616	0.509606151465436
PHOX2B.00510	0.00114635087181466	0.681035237356157
PHOX2B.00511	-0.00149329085666265	0.65781490224911
PHOX2B.00512	-5.72977853109568e-05	0.98518203534448
PHOX2B.00513	-0.00434949370293276	0.122561074966611
PHOX2B.00514	-0.00253989545485074	0.297311523633062
PHOX2B.00516	0.00148421053614738	0.675003352361192
PHOX2B.00517	0.00488510482954001	0.275980556016851
PHOX2B.00518	0.00662443652359548	0.25174194358901
PHOX2B.00519	0.00625187779930868	0.243852884538578
PHOX2B.00520	-0.0118539951341104	0.15420600946677
PHOX2B.00521	-0.0217424507749508	0.00583311168392034
PHOX2B.00522	-0.0254528097214412	0.000956898475602821
PHOX2B.00523	-0.016063515263903	0.00170687511419825
PHOX2B.00524	-0.00874407908043497	0.0993764401562465
PHOX2B.00526	-0.00974065496302489	0.0652419932689989
PHOX2B.00527	0.00127816165207262	0.749527635026437
PHOX2B.00528	-0.000562029701917452	0.86151865001763
PHOX2B.00531	0.00706629720193494	0.00882293323044374
PHOX2B.00532	0.0111036823762633	0.00524010989168917
PHOX2B.00533	0.0134498136658149	0.000484731458774275
PHOX2B.00534	0.00515890970876218	0.272830251518056
PHOX2B.00535	-0.000133284306987951	0.970104087414625
PHOX2B.00536	-0.00998619089475741	0.00396623208966974
PHOX2B.00537	-0.00523700990850749	0.112947564441363
PHOX2B.00539	-0.00360245260239767	0.474533832991215
PHOX2B.00547	0.00908963236381187	0.0791500361581576
PHOX2B.00548	0.015087548878724	0.00284751737277495
PHOX2B.00549	0.0108236160962086	0.00531980294476839
PHOX2B.00551	0.00806278288811174	0.0233670938212194
PHOX2B.00552	0.00725591206870264	0.0261164708991314
PHOX2B.00556	0.0115057064240085	0.00125106007854391
PHOX2B.00557	0.00882626682057327	0.0127622035023375
PHOX2B.00558	0.00102833665197319	0.810205432525479
PHOX2B.00559	-0.0145922874237733	0.00441374770162014
PHOX2B.00560	-0.0202309016072318	0.000881834916526178
PHOX2B.00561	-0.0201723328431072	0.00034126240093478
PHOX2B.00562	-0.0124165043017279	0.0146409537095206
PHOX2B.00563	-0.0101168577443074	0.0132125360897751
PHOX2B.00564	-0.0140414424691802	0.00155392113853613
PHOX2B.00565	-0.0109934576020186	0.0513994733265714
PHOX2B.00566	-0.00881430725019769	0.140907578850272
PHOX2B.00567	-0.00750857631790905	0.230398705446143
PHOX2B.00568	-0.00675474541462476	0.163352863632551
PHOX2B.00569	-0.00760365699716615	0.0939078427787257
PHOX2B.00574	0.000814494822205725	0.836133070664725
PHOX2B.00575	0.00784085046142736	0.134286693279218
PHOX2B.00577	0.0174729189096694	6.90280096323164e-05
PHOX2B.00578	0.0113619588238165	0.00569418311377918
PHOX2B.00579	0.00306309252745685	0.364733985500346
PHOX2B.00580	-0.00638973078600004	0.0347541940577456
PHOX2B.00581	-0.0133841658716907	0.000154390743482235
PHOX2B.00582	-0.00993205928329075	0.00568788198094402
PHOX2B.00583	-0.00522231328372064	0.141910018829836
PHOX2B.00584	-0.00122006151705614	0.767202124592676
PHOX2B.00587	-0.0108094053688258	0.0326085023567478
PHOX2B.00588	-0.0104958773400995	0.107414550333672
PHOX2B.00589	-0.00320915152155371	0.602188596732577
PHOX2B.00592	0.0061622685124503	0.212539399212913
PHOX2B.00593	0.00813197851248969	0.0913599212575894
PHOX2B.00594	0.015240739221685	0.00883064864221771
PHOX2B.00595	0.00903268626348695	0.149713483980002
PHOX2B.00596	0.00200626049762357	0.756657539207976
PHOX2B.00597	-0.00384329583057207	0.453241038414431
PHOX2B.00598	-0.00100914665208641	0.835585853900926
PHOX2B.00599	-0.0115814920654301	0.0391290216647184
PHOX2B.00600	-0.0133229780914877	0.00770637464899897
PHOX2B.00601	-0.0085896085027861	0.0970642450412278
PHOX2B.00602	-0.00484243016977865	0.262721068835089
PHOX2B.00603	-0.0166170796539454	0.0147071128546161
PHOX2B.00604	-0.011743766471853	0.122344403853876
PHOX2B.00605	-0.00503800698941203	0.479475459176761
PHOX2B.00606	0.000434680124388765	0.942967164516044
PHOX2B.00607	0.00109812999791395	0.850138940506695
PHOX2B.00608	0.00418458845871108	0.511884937393606
PHOX2B.00609	0.0108156812300536	0.00764817874377581
PHOX2B.00610	0.00541042210235003	0.0766828032110261
PHOX2B.00612	0.00830736894639021	0.00431742005294755
PHOX2B.00613	0.00537197108795322	0.0846750128299412
PHOX2B.00614	-0.00183004452431363	0.635914090070762
PHOX2B.00617	-0.0114308241972008	0.00203983329758537
PHOX2B.00619	-0.0114883647791586	0.0044996518508263
PHOX2B.00620	-0.00676199809182522	0.096024804103597
PHOX2B.00621	0.00268591858321953	0.474755265596741
PHOX2B.00622	0.00674083614863831	0.0374228736852892
PHOX2B.00623	0.0072311842493648	0.0485294892296828
PHOX2B.00624	0.00679588998671314	0.0748205856856511
PHOX2B.00626	0.00610862829776956	0.0990405011485363
PHOX2B.00627	0.0097488425474678	0.00544199108989542
PHOX2B.00628	-0.00306290551000907	0.64295598246828
PHOX2B.00629	0.00107481563609548	0.879152469727581
PHOX2B.00630	-1.54652496366351e-05	0.998229763139655
PHOX2B.00631	0.00575464573536076	0.201534586190338
PHOX2B.00632	0.00222605010696672	0.607010138804666
PHOX2B.00633	0.00620422561184188	0.310055559989738
PHOX2B.00634	0.0125831312960234	0.0185208215122816
PHOX2B.00635	0.00457922182497364	0.403171636191024
PHOX2B.00636	-0.0017471234357585	0.642591497941777
PHOX2B.00637	-0.00698461462461994	0.142563398815714
PHOX2B.00638	-0.0074423005032768	0.103923113319313
PHOX2B.00639	-0.0171978129837518	0.0149250028009627
PHOX2B.00640	-0.017240518200522	0.0144168587284759
PHOX2B.00641	-0.0147371068258254	0.0407879253838905
PHOX2B.00642	-0.0135956620232625	0.00984986478120766
PHOX2B.00643	-0.0111872029597773	0.0615726990161152
PHOX2B.00644	-0.00896954793208736	0.141783028779982
PHOX2B.00645	0.00221814949575177	0.716856853596394
PHOX2B.00646	0.00655086253894465	0.142360734229952
PHOX2B.00647	0.0072144358771438	0.135192244731734
PHOX2B.00648	-0.000216952328481889	0.968406759657566
PHOX2B.00649	-0.00713765215258131	0.0985991482225444
PHOX2B.00650	-0.00921008176326429	0.130932525491569
PHOX2B.00651	-0.00119509614314022	0.836143924041521
PHOX2B.00652	0.000874243787740742	0.880292679680186
PHOX2B.00653	0.00215968370867439	0.589232647613836
PHOX2B.00654	-0.00433580511084072	0.26522479328236
PHOX2B.00655	-0.00849582278722991	0.0447712578655623
PHOX2B.00656	-0.00651732750117657	0.201285154645825
PHOX2B.00657	-0.00269171652647655	0.560653196491639
PHOX2B.00658	0.00169680146898337	0.739835169908429
PHOX2B.00659	0.00599409983056453	0.233376852358289
PHOX2B.00660	-0.00977273326590058	0.21374728732331
PHOX2B.00661	-0.0149964332199488	0.0700067256508139
PHOX2B.00662	-0.0142929983090675	0.080726888893779
PHOX2B.00663	0.00187370174870835	0.745853657231068
PHOX2B.00664	0.00746455919952069	0.125687799658908
PHOX2B.00665	0.000889979483078153	0.838833113162441
PHOX2B.00666	-0.00575139479503324	0.177159040042362
PHOX2B.00667	-0.0010838682680129	0.748054800891825
PHOX2B.00668	-0.00621859442534803	0.160535554601766
PHOX2B.00669	0.00206804471604934	0.593648623340456
PHOX2B.00670	-0.00699455105745723	0.175316893095898
PHOX2B.00671	-0.00889848770110166	0.0462598863628741
PHOX2B.00672	-0.0108031642679958	0.0422757586466186
PHOX2B.00673	-0.00478353858430617	0.333164699223791
PHOX2B.00674	-0.00370569874823859	0.473551835776375
PHOX2B.00675	-0.0135215156212995	0.00309937375479247
PHOX2B.00676	-0.0135671154861675	0.00440835805948883
