bin,coeff,pval,fdr,Result,Construct
PHOX2B.03998,-0.0140756086616965,0.0376677574876953,0.1302856341565762,NoChange,VPR
PHOX2B.03999,-0.00627595723463954,0.356330358128629,0.5452170420750373,NoChange,VPR
PHOX2B.04000,0.00877657610431265,0.107774702301845,0.25534279870695525,NoChange,VPR
PHOX2B.04001,-0.00721813166377117,0.258581592952147,0.4470443480759593,NoChange,VPR
PHOX2B.04002,-0.0129718933155947,0.0549686714138004,0.16704362930274108,NoChange,VPR
PHOX2B.04003,-0.0172252889504912,0.0248729923930742,0.10037428855921329,NoChange,VPR
PHOX2B.04004,-0.00704737090918384,0.34803270006547,0.5366667444163075,NoChange,VPR
PHOX2B.04005,-0.00439625263008987,0.543022239322473,0.7101569348164188,NoChange,VPR
PHOX2B.04006,-0.0114379565572601,0.0572452665807947,0.1712646513172108,NoChange,VPR
PHOX2B.04007,-0.0257823813879317,9.2176117939156e-4,0.013962511053410379,Depleted,VPR
PHOX2B.04010,-0.0192811440115192,3.5748977992424e-4,0.007918280251222603,Depleted,VPR
PHOX2B.04012,-0.0138465203690324,0.00456527677878902,0.03620634327568948,Depleted,VPR
PHOX2B.04013,-0.00517244953831528,0.100891339098692,0.24473540234224345,NoChange,VPR
PHOX2B.04014,0.00259023740197494,0.477711878792175,0.6543885770840059,NoChange,VPR
PHOX2B.04015,0.00959101185153644,0.0207924984334351,0.08950140316662424,NoChange,VPR
PHOX2B.04016,0.00512869156988271,0.26678975045464,0.45530411234339674,NoChange,VPR
PHOX2B.04017,0.00291098216814451,0.52086206554155,0.6912312406663376,NoChange,VPR
PHOX2B.04018,-0.00884304433226039,0.0232542474101258,0.0962369588934922,NoChange,VPR
PHOX2B.04020,-0.0164085769941083,0.00536541461476954,0.03969232034498697,Depleted,VPR
PHOX2B.04021,-0.0162567390286159,0.00230147758748328,0.02384610266138965,Depleted,VPR
PHOX2B.04022,-0.0124096684356748,0.0189823140366133,0.08485464785733338,NoChange,VPR
PHOX2B.04023,-0.00264403360896175,0.538050892531708,0.7062657045375003,NoChange,VPR
PHOX2B.04024,-0.00458745376509666,0.379183754989119,0.5661893300682018,NoChange,VPR
PHOX2B.04025,-0.012648236059843,0.0307442445753177,0.11468570199264731,NoChange,VPR
PHOX2B.04026,-0.00876852210634746,0.211582872547908,0.3951200868362552,NoChange,VPR
PHOX2B.04027,0.00214661877156043,0.717252998832776,0.8360758104536514,NoChange,VPR
PHOX2B.04028,0.0124894631549698,0.00316560714592721,0.028865020884046202,Enriched,VPR
PHOX2B.04029,0.00648325740265057,0.0440879481584537,0.14442365466284451,NoChange,VPR
PHOX2B.04030,-0.00103584385626295,0.718296208496088,0.8367280227556477,NoChange,VPR
PHOX2B.04031,0.00172693254977765,0.61732091351134,0.7658919531604822,NoChange,VPR
PHOX2B.04032,0.00864220038770625,0.0518153188955377,0.16075284113093347,NoChange,VPR
PHOX2B.04033,0.0139044460536751,0.013337492232594,0.06816438533557606,NoChange,VPR
PHOX2B.04034,0.00227236072221196,0.749365388778422,0.8551201146505052,NoChange,VPR
PHOX2B.04037,-7.2074969119231e-4,0.905307809085473,0.9471327551152265,NoChange,VPR
PHOX2B.04038,0.00131062090568739,0.793309833742147,0.8815549438281565,NoChange,VPR
PHOX2B.04039,-0.00697096939579977,0.333628564459133,0.522256901942346,NoChange,VPR
PHOX2B.04040,-0.00644612863116752,0.408191561925114,0.59306581147469,NoChange,VPR
PHOX2B.04041,-0.00366667321620958,0.640677931358243,0.7824835682132852,NoChange,VPR
PHOX2B.04042,-0.00295071880472804,0.669492075042798,0.8030351435189148,NoChange,VPR
PHOX2B.04043,-0.00797274380759227,0.173278825427128,0.348246299278073,NoChange,VPR
PHOX2B.04044,-0.0201354815652875,0.00148032897581181,0.018389005660204523,Depleted,VPR
PHOX2B.04045,-0.00176484747921513,0.793563541935335,0.8817782798527978,NoChange,VPR
PHOX2B.04046,0.00356783623003206,0.629645763265924,0.7744312120824316,NoChange,VPR
PHOX2B.04047,0.0175633700654026,0.0053577774730466,0.03969232034498697,Enriched,VPR
PHOX2B.04048,0.00756286399181417,0.153674444727406,0.32091630109595537,NoChange,VPR
PHOX2B.04050,7.8581188429041e-4,0.848516857692457,0.9150560908737835,NoChange,VPR
PHOX2B.04051,-0.00410011457447968,0.290799059818542,0.4807743625650497,NoChange,VPR
PHOX2B.04052,-0.00519500122091334,0.180948077364911,0.3583603384383475,NoChange,VPR
PHOX2B.04053,-0.0105599333343642,0.0184871418414079,0.08348919065996875,NoChange,VPR
PHOX2B.04054,-0.0124629191618435,0.00773609378420112,0.04897104429356814,Depleted,VPR
PHOX2B.04055,-0.0108625743634562,0.0440174854080762,0.14422108316599888,NoChange,VPR
PHOX2B.04056,-0.00707720653434022,0.132768755375981,0.29164480443353874,NoChange,VPR
PHOX2B.04057,0.00289186026856862,0.449707972434914,0.6291061302092139,NoChange,VPR
PHOX2B.04058,-0.00170575446339084,0.651667789018578,0.7905005393702075,NoChange,VPR
PHOX2B.04059,0.00190653838578054,0.621537657527864,0.7685008685277982,NoChange,VPR
PHOX2B.04060,-0.00192021681316817,0.592523438133177,0.7481704512157292,NoChange,VPR
PHOX2B.04061,0.00198326825130672,0.697622219598037,0.8226737450347629,NoChange,VPR
PHOX2B.04062,0.00127761192114784,0.798038907784615,0.8844213846058279,NoChange,VPR
PHOX2B.04063,-0.0127211963583744,0.0750018860076678,0.20331602199809184,NoChange,VPR
PHOX2B.04064,-0.0150975181471063,0.00689636637539357,0.04587427800147441,Depleted,VPR
PHOX2B.04065,-0.0151786353927716,0.0157205125458437,0.0754142660080735,NoChange,VPR
PHOX2B.04066,-0.00941115648275644,0.0100437203145342,0.057659160597307045,NoChange,VPR
PHOX2B.04067,-0.00519172317726955,0.164914484085754,0.33677160573305015,NoChange,VPR
PHOX2B.04068,-0.0156267148012466,6.798429156345e-4,0.011518756918090926,Depleted,VPR
PHOX2B.04069,-0.0144398838320276,0.0103216675025417,0.05839284358762005,NoChange,VPR
PHOX2B.04070,-0.010625860423305,0.0602237187304918,0.1769362699104031,NoChange,VPR
PHOX2B.04071,-0.00285703877746531,0.62538747108395,0.7706967338936548,NoChange,VPR
PHOX2B.04072,-0.00339782193435468,0.509224496807494,0.6820247685497135,NoChange,VPR
PHOX2B.04073,-0.00659314135934611,0.260786826482076,0.4492776449221961,NoChange,VPR
PHOX2B.04074,-0.0134597158915336,0.047008489346411,0.15088732578503478,NoChange,VPR
PHOX2B.04075,-0.00119045064821218,0.904201549911767,0.9465246061241858,NoChange,VPR
PHOX2B.04076,-0.00892729766679579,0.229103939937457,0.41503706160041676,NoChange,VPR
PHOX2B.04077,-0.00440306487361275,0.452351250401608,0.6315469995379939,NoChange,VPR
PHOX2B.04078,-0.0131731561135122,0.00251983320407888,0.025263291769670928,Depleted,VPR
PHOX2B.04079,-0.00621674978020562,0.3644706370125,0.5526879273449435,NoChange,VPR
PHOX2B.04082,-0.00805105235999522,0.223337780958099,0.40836187524188605,NoChange,VPR
PHOX2B.04083,-7.8077964635093e-4,0.896262245993444,0.9419353449620738,NoChange,VPR
PHOX2B.04084,-0.00244916947328515,0.620004838490573,0.7678214561314421,NoChange,VPR
PHOX2B.04085,0.00189400562421684,0.636271047182318,0.7793423219827074,NoChange,VPR
PHOX2B.04086,-0.00320928224051039,0.335543909213076,0.5242736423218042,NoChange,VPR
PHOX2B.04087,5.81822671368572e-5,0.984722552464684,0.9918397425083968,NoChange,VPR
PHOX2B.04088,-0.00563212408494182,0.243454325737584,0.43064170608309893,NoChange,VPR
PHOX2B.04091,-0.00645302098179165,0.181963255940928,0.35964331581878495,NoChange,VPR
PHOX2B.04092,-0.00626984900231898,0.239884520382149,0.4265378877565846,NoChange,VPR
PHOX2B.04093,0.00152108126306811,0.705855337768512,0.8281197427741565,NoChange,VPR
PHOX2B.04094,0.0056568301775281,0.145467194151929,0.30923021614853,NoChange,VPR
PHOX2B.04095,0.00527838959851938,0.152582720210112,0.31955426801173487,NoChange,VPR
PHOX2B.04096,0.0061496876643538,0.239142068804023,0.4259877307850103,NoChange,VPR
PHOX2B.04097,0.00461392031448747,0.362495646225317,0.5508919203767699,NoChange,VPR
PHOX2B.04098,0.0130526069840072,0.0150624079386357,0.0733513826318593,NoChange,VPR
PHOX2B.04099,0.00352567666782519,0.588815374253369,0.7457406470493101,NoChange,VPR
PHOX2B.04100,-0.0115981226153736,0.180600010045543,0.3578405175345516,NoChange,VPR
PHOX2B.04101,-0.0230153086935633,0.00242539287835694,0.024574598798057352,Depleted,VPR
PHOX2B.04102,-0.0170601409735613,0.0264349971744611,0.1041977437102703,NoChange,VPR
PHOX2B.04103,-0.00545117958081337,0.262782371660743,0.4510890578200169,NoChange,VPR
PHOX2B.04104,-0.0011868164550937,0.817006718111792,0.8970239058223383,NoChange,VPR
PHOX2B.04105,-0.00493344107056905,0.473431542643098,0.6507689497648385,NoChange,VPR
PHOX2B.04106,-0.0011881492577941,0.876824353273467,0.930557839828944,NoChange,VPR
PHOX2B.04107,-0.00219250012212014,0.78492234888497,0.8763105975300991,NoChange,VPR
PHOX2B.04108,-0.00238464501530502,0.67520149931755,0.8073355264612747,NoChange,VPR
PHOX2B.04109,0.00255793007428403,0.611406831479081,0.7612178908963446,NoChange,VPR
PHOX2B.04111,-0.00318197184901926,0.476013619631733,0.6529179594079291,NoChange,VPR
PHOX2B.04112,-0.0111077566144909,0.034307684817482,0.12298551194056836,NoChange,VPR
PHOX2B.04113,-0.0176718928957988,6.2639949881896e-4,0.011120253523088607,Depleted,VPR
PHOX2B.04114,-0.0157884599347375,0.00351827645593459,0.030854840788352027,Depleted,VPR
PHOX2B.04115,-0.00679617485740216,0.176786133965933,0.353002330544752,NoChange,VPR
PHOX2B.04116,-0.0200835031825953,0.00388778082774326,0.03270806633962944,Depleted,VPR
PHOX2B.04117,-0.0175612354235452,0.0137772561131379,0.06941333310487317,NoChange,VPR
PHOX2B.04118,-0.010640293689495,0.145471154125485,0.30923021614853,NoChange,VPR
PHOX2B.04119,-0.00656201167063118,0.293810504457115,0.4836613336887438,NoChange,VPR
PHOX2B.04120,-0.00612701943854848,0.338773764789824,0.5272511557543255,NoChange,VPR
PHOX2B.04121,-0.0143593050383826,0.0172436888248022,0.07985771482059463,NoChange,VPR
PHOX2B.04122,-0.00608580933531524,0.120162066971537,0.2729885398493859,NoChange,VPR
PHOX2B.04123,-0.00449581548599504,0.257887435206635,0.4460748426727924,NoChange,VPR
PHOX2B.04124,1.923571862996e-4,0.961588023412488,0.9795023579485435,NoChange,VPR
PHOX2B.04125,-0.00523815883463618,0.312575020344041,0.5016179755082926,NoChange,VPR
PHOX2B.04127,-0.00859566726548655,0.0897130150580817,0.22738593230970316,NoChange,VPR
PHOX2B.04128,-0.00960489953442289,0.0516260832511794,0.16046724891489428,NoChange,VPR
PHOX2B.04129,0.00459981914930602,0.375630272250448,0.5630750307318252,NoChange,VPR
PHOX2B.04130,0.00951077990956955,0.0400567283072899,0.1355940842783925,NoChange,VPR
PHOX2B.04131,0.0147463123862938,0.002871480374607,0.02713600988171217,Enriched,VPR
PHOX2B.04132,-8.4264900930281e-4,0.867824564805489,0.9264957991089244,NoChange,VPR
PHOX2B.04134,-0.00509121238853856,0.420167614450164,0.60307738292112,NoChange,VPR
PHOX2B.04135,-0.0135388484378346,0.0216912499272795,0.09188235339234836,NoChange,VPR
PHOX2B.04136,-0.01062087344072,0.0493558198392369,0.15576096908313997,NoChange,VPR
PHOX2B.04140,-0.0144890230417709,9.6284927181194e-4,0.014227040448425102,Depleted,VPR
PHOX2B.04141,-0.00410309534691796,0.33061190789619,0.5194524654666837,NoChange,VPR
PHOX2B.04142,-0.00556016506448904,0.370235794196654,0.5581908750766899,NoChange,VPR
PHOX2B.04143,-0.00101533719637524,0.881708596795088,0.9333341476265513,NoChange,VPR
PHOX2B.04144,-0.0132708805282547,0.0611918182750511,0.17879854675219253,NoChange,VPR
PHOX2B.04145,-0.00520772162463981,0.490169685740173,0.6646963888583421,NoChange,VPR
PHOX2B.04146,-0.00394687097891713,0.549613882152511,0.7152679339483611,NoChange,VPR
PHOX2B.04147,0.00923181422747243,0.058063057462472,0.1730200481013755,NoChange,VPR
PHOX2B.04148,-0.00668862594830153,0.377497376412089,0.5646611679053768,NoChange,VPR
PHOX2B.04149,-0.00751770253172342,0.334357502083999,0.5230548236446756,NoChange,VPR
PHOX2B.04150,-0.0140191307139501,0.0736200989359802,0.2006762696831943,NoChange,VPR
PHOX2B.04151,-0.00174368541245209,0.732297922490011,0.8451496313181818,NoChange,VPR
PHOX2B.04152,-0.00815986596618782,0.084744379167097,0.21888048756358625,NoChange,VPR
PHOX2B.04153,-0.00412635710355078,0.496910062093352,0.6707321085697538,NoChange,VPR
PHOX2B.04154,-0.00233485442368756,0.635629974120994,0.7787282093205408,NoChange,VPR
PHOX2B.04155,3.9483310117219e-4,0.922345856075682,0.9569667298147183,NoChange,VPR
PHOX2B.04156,0.00394827142828377,0.287270437745119,0.47681578350229964,NoChange,VPR
PHOX2B.04157,-0.00154782831370304,0.666818857107523,0.8014958490195577,NoChange,VPR
PHOX2B.04158,-0.0036992086344449,0.379197542113488,0.5661893300682018,NoChange,VPR
PHOX2B.04159,-0.00458757612220617,0.255171270276763,0.4432103399291969,NoChange,VPR
PHOX2B.04160,-0.00604551194342531,0.152850694937878,0.31983510653730407,NoChange,VPR
PHOX2B.04161,-0.00464664831479784,0.258313557117466,0.4466271314800852,NoChange,VPR
PHOX2B.04162,-0.0105717089367414,0.043349775307579,0.14298585650269105,NoChange,VPR
PHOX2B.04163,-0.00902330575384528,0.0957360719781063,0.23700878337377818,NoChange,VPR
PHOX2B.04164,-0.014296008239163,0.0154716769956012,0.07451983133566788,NoChange,VPR
PHOX2B.04165,-0.0158906732587183,0.0216535024921927,0.09181739855522966,NoChange,VPR
PHOX2B.04166,-0.0240596453081625,9.5696764471075e-4,0.01418738468306549,Depleted,VPR
PHOX2B.04167,-0.0186729209993731,0.00725661531208345,0.0473268651066543,Depleted,VPR
PHOX2B.04168,-0.00862977563717576,0.0647176423005712,0.18492251117129652,NoChange,VPR
PHOX2B.04169,7.57246896706959e-5,0.978281983673278,0.9881851102401225,NoChange,VPR
PHOX2B.04173,0.0046285471765834,0.216884688488377,0.40072507409028046,NoChange,VPR
PHOX2B.04174,0.0037084893700924898,0.444187792833151,0.6244243829479476,NoChange,VPR
PHOX2B.04177,7.0687162698585e-4,0.920817211526412,0.9559738160141661,NoChange,VPR
PHOX2B.04180,-0.00207426789802014,0.741070003189413,0.849760947842605,NoChange,VPR
PHOX2B.04181,0.00240806136928208,0.615823493729542,0.7648285395944399,NoChange,VPR
PHOX2B.04182,0.00542147622513255,0.247919159056172,0.4355449203588995,NoChange,VPR
PHOX2B.04183,0.00285548774644986,0.456081536495563,0.6349526752260489,NoChange,VPR
PHOX2B.04184,0.0014746850905573,0.684015965014412,0.8129354872677563,NoChange,VPR
PHOX2B.04185,2.02329054618804e-5,0.99241403268377,0.9959329847343451,NoChange,VPR
PHOX2B.04186,-0.00191650281592822,0.617289451284142,0.7658919531604822,NoChange,VPR
PHOX2B.04187,0.00276533180907249,0.514825063823093,0.6866406783994878,NoChange,VPR
PHOX2B.04188,0.00461917732694488,0.238944763138012,0.4258630793943275,NoChange,VPR
PHOX2B.04189,0.0053241543021038,0.145651765812087,0.30945680087352695,NoChange,VPR
PHOX2B.04190,0.0029155591591787,0.42355794023701,0.606746567978715,NoChange,VPR
PHOX2B.04191,0.00372688180367345,0.36325930379943,0.5514511018008231,NoChange,VPR
PHOX2B.04193,0.00127140561757118,0.715484895577357,0.8347407664476909,NoChange,VPR
PHOX2B.04196,0.00146077747025273,0.692934631629773,0.8198039871979722,NoChange,VPR
PHOX2B.04197,1.9939160366123e-4,0.950119412714806,0.9729860940049136,NoChange,VPR
PHOX2B.04198,-4.0217126763652e-4,0.927585159076738,0.959430640390565,NoChange,VPR
PHOX2B.04199,-6.1630522015237e-4,0.896616299152718,0.9421372523236509,NoChange,VPR
PHOX2B.04203,-0.00253942855859616,0.612000761460897,0.7616082840194285,NoChange,VPR
PHOX2B.04204,-0.00642255336279269,0.156320170928922,0.32464472895006813,NoChange,VPR
PHOX2B.04205,-0.00658163943198069,0.185221071652289,0.3634951716474674,NoChange,VPR
PHOX2B.04206,-0.0124120093314765,0.0282079775163836,0.10876377454440164,NoChange,VPR
PHOX2B.04207,-0.0124550490362922,0.0571735831151527,0.1711625188748118,NoChange,VPR
PHOX2B.04208,-0.0201878286413867,9.2932837378975e-4,0.014023310189074264,Depleted,VPR
PHOX2B.04209,-0.0156189337353134,0.00841772368280391,0.051696508684366434,NoChange,VPR
PHOX2B.04210,-0.00601448632861971,0.226943462790662,0.4125190791574174,NoChange,VPR
PHOX2B.04211,0.00528913639738935,0.231767048360721,0.41798385037014885,NoChange,VPR
PHOX2B.04212,0.00395152854599613,0.261133513405723,0.44959700861566,NoChange,VPR
PHOX2B.04213,-0.00146909359672246,0.65928956209988,0.7963379810037049,NoChange,VPR
PHOX2B.04214,-0.00952419277397409,0.0205437659244425,0.08904961056362154,NoChange,VPR
PHOX2B.04215,-0.00715541060052356,0.093972390298126,0.2340957317672214,NoChange,VPR
PHOX2B.04216,-0.00639719704151938,0.202575950478926,0.38426470279708247,NoChange,VPR
PHOX2B.04217,-8.5805217536197e-4,0.843099414840564,0.9116595503251229,NoChange,VPR
PHOX2B.04218,-0.00123494615086637,0.775922949523638,0.8705650353558909,NoChange,VPR
