Gene,pvalue,estimate,adj_pvalue
PHOX2B.05421,3.6046373121792176e-4,-0.020554553125048333,0.016693500108276506
PHOX2B.05424,0.07431458413249069,0.01309350388249672,0.23521954577058635
PHOX2B.05431,0.7381911119265747,0.002372930018379079,0.8649853607559339
PHOX2B.05433,0.7799389018532826,0.0011078336742189473,0.8878724369160792
PHOX2B.05435,0.39189558449112927,-0.007550667552071358,0.6094069771473962
PHOX2B.05441,0.7107944097198976,-0.002512392407258322,0.8476557885947029
PHOX2B.05442,0.1511929399960307,0.00824970130729301,0.3545443591345774
PHOX2B.05443,0.925381057752396,6.836789572518837e-4,0.9666216274636698
PHOX2B.05445,0.032215934152155123,-0.0071532155839812575,0.14834426392862296
PHOX2B.05446,0.832001415325843,0.001325897120658168,0.9181304222539665
PHOX2B.05449,0.025131300153131718,-0.01187215032216049,0.12960300053763701
PHOX2B.05450,0.7180568939675323,-0.002059536506570871,0.85227209660304315
PHOX2B.05452,0.21909901699247997,-0.0046442811404781795,0.4401798997478694
PHOX2B.05453,0.04190534024528179,0.013971558490993059,0.17056272231731878
PHOX2B.05454,0.5923112657879707,0.004266977073082185,0.7695829287390916
PHOX2B.05455,0.8727988411688133,-0.0011320659756788426,0.940310696053825
PHOX2B.05456,0.0699728645390731,0.010048383324809089,0.2277356711613591
PHOX2B.05458,0.04198250055375022,-0.00590416597559484,0.1705671219158328
PHOX2B.05459,0.6529019242001552,0.002613374131953546,0.8126285803884524
PHOX2B.05461,0.8249857530398234,-0.0011881095510296908,0.9148008252566155
PHOX2B.05462,0.15783339941645544,0.0067141956148625845,0.3628960821441196
PHOX2B.05463,0.04653921193510878,-0.006056299225437477,0.1810658831861123
PHOX2B.05464,0.15682526112789627,-0.012564218592720826,0.36128260111654975
PHOX2B.05465,0.6909772245200967,0.001448089541935017,0.83592375303200706
PHOX2B.05466,0.08586704902157359,-0.011757124754101674,0.2553357894183708
PHOX2B.05467,0.1625989890973768,-0.0078226159279856,0.36914690519456295
PHOX2B.05468,0.34980274135854195,-0.006270761931124469,0.5737075265115061
PHOX2B.05470,0.0010573766393469782,0.020219564684688458,0.026973415039045226
PHOX2B.05482,0.6653653253945637,0.0019865631201802544,0.8205298629200954
PHOX2B.05484,0.46655432602551067,-0.004901086535657172,0.6734285558987809
PHOX2B.05485,0.12085594772451919,0.00996902263919198,0.31242240883563677
PHOX2B.05486,0.0013876353171381963,-0.01960020791511844,0.030962244216028254
PHOX2B.05487,0.10099482736422484,-0.008720618686054157,0.2807670853583973
PHOX2B.05489,0.06594038125813305,-0.009291433199545847,0.21973967562744393
PHOX2B.05490,0.39995367671965915,0.004554461966714609,0.6168517869439234
PHOX2B.05491,0.1673641400039475,-0.012627756503109112,0.3756736304823028
PHOX2B.05493,0.08585484042135394,-0.00643545682113063,0.2553357894183708
PHOX2B.05494,0.10169771552591735,0.009905446852872252,0.28200511600882544
PHOX2B.05495,0.12197214236114898,-0.013549067532275796,0.31428995969979034
PHOX2B.05496,0.7713378561096951,0.0016955489101970213,0.882705337536806
PHOX2B.05497,0.5688539304528655,-0.003418277939157565,0.7527837075927871
PHOX2B.05498,0.7902840285822088,0.0013130155598938531,0.8941076001281776
PHOX2B.05499,0.042866752664809396,-0.012776486825849831,0.17246835999970164
PHOX2B.05500,0.46694263242190565,-0.004416853965808301,0.6738621363580674
PHOX2B.05503,0.0018396997342731117,0.013749781577589435,0.03476223726742085
PHOX2B.05505,0.15336127907870023,-0.010040426977264493,0.3569503563615845
PHOX2B.05511,0.40377969424658267,-0.007053309915026982,0.6199532819785162
PHOX2B.05513,0.4177837544168076,0.003830843880324645,0.6326392543174202
PHOX2B.05514,0.008150386620564727,-0.022015524907159665,0.07260956774986638
