Gene,pvalue,estimate,fdr,Result,Construct
Region_335,0.022830027536216917,-0.013777097365618026,0.11999037728337263,NoChange,KRAB
Region_336,0.779442680049681,7.579517915264876e-4,0.8879798076441406,NoChange,KRAB
Region_337,0.028476341001392135,-0.018358594838785932,0.13547187180369016,NoChange,KRAB
Region_338,0.49835803103124154,0.003330978868823715,0.7017377882433681,NoChange,KRAB
Region_339,0.09480350362453585,0.010402887812318016,0.25506656927553695,NoChange,KRAB
Region_340,0.2164787597668612,-0.004498713882051964,0.4137353040787369,NoChange,KRAB
Region_341,0.37441769392843827,0.003339202925621778,0.5969551945525717,NoChange,KRAB
Region_342,0.20117273907038113,0.004388142359990619,0.39854428739411163,NoChange,KRAB
Region_344,0.069219587330916793,0.013867931714988126,0.2164072777664541,NoChange,KRAB
Region_345,0.19826302155166411,-0.006353317369919592,0.3949509954464643,NoChange,KRAB
Region_346,0.2848347941122857,-0.00475286926825676,0.49233394622850146,NoChange,KRAB
Region_347,0.26674327966950523,0.0043731823051253674,0.4700505357139039,NoChange,KRAB
Region_348,0.08421283045722094,-0.012007588728910484,0.24142512190739526,NoChange,KRAB
Region_349,0.8941025618395675,6.44518963023951e-4,0.9453435273718936,NoChange,KRAB
Region_350,0.33375865865331567,-0.003356940167211163,0.5536106925185273,NoChange,KRAB
Region_351,0.005049454638220458,-0.015209830240522885,0.049082870891949404,Depleted,KRAB
Region_352,0.09472626434286754,-0.02930864749831577,0.25506656927553695,NoChange,KRAB
Region_353,0.017745750869313643,-0.026151102793981078,0.1008940804142109,NoChange,KRAB
Region_354,2.860430415356375e-4,0.014866816924836932,0.010774287897842344,Enriched,KRAB
Region_355,0.4599367008647097,-0.003803958111786907,0.6771706475271948,NoChange,KRAB
Region_356,0.1888881454560115,-0.011915766064176011,0.3841364847892493,NoChange,KRAB
Region_358,0.07725450871045347,-0.012136948640921822,0.23305734305342699,NoChange,KRAB
Region_359,0.029608810687288965,-0.008315652267986274,0.13726340954517552,NoChange,KRAB
Region_360,0.7464411298258378,0.001116966824612079,0.8695654399002029,NoChange,KRAB
Region_361,0.3619507788518691,-0.005152919138865377,0.5842919715751601,NoChange,KRAB
Region_362,0.00619650666799779,-0.011894499981677164,0.054918059096764726,NoChange,KRAB
Region_363,0.06162112360561359,-0.012121931460793251,0.2058849787577244,NoChange,KRAB
Region_364,0.6096318144288023,-8.946635470833863e-4,0.7846886624866724,NoChange,KRAB
Region_365,0.03192298756422948,-0.011575081709160799,0.1420323178206898,NoChange,KRAB
Region_366,0.050722814976286994,-0.014792696736245892,0.18842322847695905,NoChange,KRAB
Region_367,0.09150211137294968,-0.0061810926007589825,0.2521887459791052,NoChange,KRAB
Region_368,0.04533173710850538,-0.011255344481603,0.1736436031613935,NoChange,KRAB
Region_369,0.1071849826795621,-0.0036065704222566493,0.27217759646720263,NoChange,KRAB
Region_370,0.2112168527167588,-0.00942017061162928,0.410844900604996,NoChange,KRAB
Region_371,0.7759718138058834,0.002101557988487575,0.8879474932664794,NoChange,KRAB
Region_372,0.12091870567811157,0.0051619459963444005,0.2907194413112044,NoChange,KRAB
Region_373,5.199458095500945e-4,-0.009856971203789843,0.013824441524508395,Depleted,KRAB
Region_374,0.017235349814853494,-0.019252191558929946,0.1008940804142109,NoChange,KRAB
Region_375,0.8679939432857413,-4.883648424424759e-4,0.9352401963412517,NoChange,KRAB
Region_376,0.05936581727830341,-0.01684504046247155,0.20402181265670097,NoChange,KRAB
Region_377,0.059237800390975405,0.010807884353322778,0.20402181265670097,NoChange,KRAB
Region_378,0.21958301748270206,-0.004155348202877031,0.41614894717895734,NoChange,KRAB
Region_379,4.998960274317771e-6,-0.019447504030713582,0.0018962318964905,Depleted,KRAB
Region_380,0.0354994088704737,-0.014333936238571049,0.14996011971452444,NoChange,KRAB
Region_381,0.541697322817967,0.003287096442304496,0.7351162903995343,NoChange,KRAB
Region_382,0.35703883825064753,-0.002938790532048114,0.5805091902492543,NoChange,KRAB
Region_383,9.281581781178194e-5,-0.013988891627210454,0.005374778493678809,Depleted,KRAB
Region_384,0.13036110855118074,-0.011292850631120909,0.3060946548838114,NoChange,KRAB
Region_385,0.9035231336267493,8.158278304505405e-4,0.9464483346449378,NoChange,KRAB
Region_386,5.540363864102099e-4,-0.03181805939292529,0.014157650076509628,Depleted,KRAB
Region_387,0.07684929866768282,0.018572970349390924,0.23305734305342699,NoChange,KRAB
Region_388,0.8836093664878201,-4.952526996706212e-4,0.941960928425695,NoChange,KRAB
Region_389,0.09335599425724782,-0.007997952730061625,0.2536632188668388,NoChange,KRAB
Region_390,0.9567097884391775,-3.072696703535864e-4,0.979462795865251,NoChange,KRAB
Region_391,8.661285307137431e-5,0.02439679816560447,0.005374778493678809,Enriched,KRAB
Region_392,0.7489372543804788,-0.0010966341265647131,0.8713504220848813,NoChange,KRAB
Region_393,0.31942580928249664,-0.004871673494599946,0.5407508082235524,NoChange,KRAB
Region_394,0.027419628713840072,-0.014261068373714512,0.13226384849632136,NoChange,KRAB
Region_395,0.6210404439723394,0.002681528774109437,0.7907331850014012,NoChange,KRAB
Region_396,0.41168777980600557,-0.004572169671652453,0.6361807742643232,NoChange,KRAB
Region_397,0.4285296759866282,-0.00396412145868722,0.646729260587499,NoChange,KRAB
Region_398,0.20544994909805742,-0.003219959903673655,0.40375381301009544,NoChange,KRAB
Region_399,0.21237345350534284,-0.008140513684695032,0.41110407273839383,NoChange,KRAB
Region_400,0.03356674372611078,-0.007787178894184691,0.14416810901517663,NoChange,KRAB
Region_401,0.004979278304855667,-0.03969862880919375,0.04892682160423394,Depleted,KRAB
Region_402,2.6111097191349083e-5,-0.020603817765214544,0.002933694272936106,Depleted,KRAB
Region_403,0.5046776490449119,-0.004340207825413968,0.704811252367211,NoChange,KRAB
Region_404,0.27570153091889593,0.007012789709080219,0.4820777252430985,NoChange,KRAB
Region_405,0.038885202768181235,-0.01416015501183125,0.15692956831444568,NoChange,KRAB
Region_406,0.4251383743037888,-0.002829259145732717,0.6448407556554112,NoChange,KRAB
Region_407,0.4189972992933786,-0.003852131299186876,0.639985375551626,NoChange,KRAB
Region_408,0.6236620652808277,0.0030002040902882394,0.7929542995975644,NoChange,KRAB
Region_409,8.689478514443974e-4,-0.016494229517956142,0.017456196837905228,Depleted,KRAB
Region_410,0.7984427632544958,-6.104166049310518e-4,0.8949250447004513,NoChange,KRAB
Region_411,4.938455346131477e-4,-0.011318409448776174,0.013528374645160168,Depleted,KRAB
Region_412,0.5940753166268684,0.003939014598630313,0.7761671757629796,NoChange,KRAB
Region_413,0.48763978519847245,-0.00322461148342306,0.6953097252672226,NoChange,KRAB
Region_414,0.757448456125652,-0.0023000418291246783,0.8754375361043991,NoChange,KRAB
Region_415,0.8940951498495613,7.529305459504475e-4,0.9453435273718936,NoChange,KRAB
Region_416,0.0010027250824103462,0.020779859801368407,0.019286456904233043,Enriched,KRAB
Region_417,0.01641151959826268,-0.007864393282543193,0.10024333592452338,NoChange,KRAB
Region_418,0.11045536808168431,-0.006991247673542055,0.277365702071785,NoChange,KRAB
Region_419,0.4038174390717445,0.0039672194706547505,0.629398215380788,NoChange,KRAB
Region_420,0.04601510580104226,-0.011180439481031198,0.17551753436346923,NoChange,KRAB
Region_421,0.004672353919069731,-0.008357190809545915,0.047458516211674566,Depleted,KRAB
Region_422,2.9207133248257693e-5,0.021672013163039662,0.002933694272936106,Enriched,KRAB
Region_423,0.16202717140200903,0.010358838832441555,0.352097507085135,NoChange,KRAB
Region_424,0.48506043152237655,0.0026266602796199247,0.6938206172408677,NoChange,KRAB
Region_425,0.9716167394040195,1.2031568707406633e-4,0.9880107226335586,NoChange,KRAB
Region_426,0.061852507230115976,-0.01143436627405394,0.2058849787577244,NoChange,KRAB
Region_427,0.7309049540407355,0.001520651353399396,0.8581014005880843,NoChange,KRAB
Region_428,0.04979384424342541,0.013770708337269314,0.18755681331690238,NoChange,KRAB
Region_429,0.03613886743234628,-0.006276936494598937,0.15070798396017887,NoChange,KRAB
Region_430,0.32256671002775567,0.004365177997778925,0.5430173293577116,NoChange,KRAB
Region_431,8.174336623753232e-4,0.01229727458261749,0.016794546154256643,Enriched,KRAB
Region_432,0.1681194109945442,-0.005293654591074492,0.360997500092798,NoChange,KRAB
Region_433,0.22052648197034616,-0.0072157733231136174,0.4162806936961525,NoChange,KRAB
Region_434,0.6982342691401711,-0.0034342522097032878,0.8459054749572427,NoChange,KRAB
Region_435,0.02869135708114091,0.013797310443223205,0.13547187180369016,NoChange,KRAB
Region_436,0.17458806740593913,0.008377069582919247,0.36835909853319404,NoChange,KRAB
Region_437,0.7693554971122437,9.717668540042637e-4,0.8826108748597314,NoChange,KRAB
Region_438,7.872206128615479e-4,-0.01465025603214517,0.016549940326205565,Depleted,KRAB
Region_439,0.32616749413561646,0.003102009185666985,0.5457294394402037,NoChange,KRAB
Region_440,0.1144173732382688,0.00842154284478093,0.28041256509805557,NoChange,KRAB
Region_441,0.1472515691265611,0.005853825678568705,0.33113288181694334,NoChange,KRAB
Region_442,0.17691555984405552,-0.008772137829991195,0.3708216910511327,NoChange,KRAB
Region_443,0.2554535782502153,-0.006246930547760671,0.4546217097336025,NoChange,KRAB
Region_444,0.0653653879095437,0.008551047930340781,0.21434782868587982,NoChange,KRAB
Region_445,0.006190277419711504,-0.007945632686346099,0.054918059096764726,NoChange,KRAB
Region_446,0.7914334961470177,-0.0023650763489311516,0.8932623603643296,NoChange,KRAB
Region_447,0.22103399665282433,0.007021959823793178,0.4162806936961525,NoChange,KRAB
Region_448,0.006128397611529303,-0.0203736847420907,0.054918059096764726,NoChange,KRAB
Region_449,6.515011451899728e-4,-0.03341798652697289,0.015101462442352189,Depleted,KRAB
Region_450,0.15560997614776573,-0.004942059343772156,0.34511326546769006,NoChange,KRAB
Region_451,0.0364411841852042,-0.014876362915116698,0.15070798396017887,NoChange,KRAB
Region_452,0.12344117955209714,-0.005226792450732939,0.2915660057371315,NoChange,KRAB
Region_453,0.06143059671029601,-0.005703822544096901,0.2058849787577244,NoChange,KRAB
Region_454,0.9921491234143536,7.010842592677443e-5,0.9986113078170196,NoChange,KRAB
Region_455,0.8314206408688095,-0.001489931169620105,0.9109538639325219,NoChange,KRAB
Region_456,0.39807878365320276,-0.007903277455220676,0.6236797580979122,NoChange,KRAB
Region_457,0.5850289036660146,-0.002332558368658292,0.7743281536077264,NoChange,KRAB
Region_458,0.7164497305941139,-0.0023038725323888515,0.8511759225015827,NoChange,KRAB
Region_459,0.9892452100305427,-5.81482122831225e-5,0.9986113078170196,NoChange,KRAB
Region_461,0.4181122657140513,-0.002112782625748988,0.639985375551626,NoChange,KRAB
Region_462,0.001787273225655742,-0.007833191561539485,0.028345526245487557,Depleted,KRAB
Region_463,0.6136059853848357,0.0033009880468585547,0.7846886624866724,NoChange,KRAB
Region_464,0.9964495223295868,-2.1166582111028444e-5,0.9986113078170196,NoChange,KRAB
Region_465,0.13891631006522367,-0.010436421720064896,0.3187318383222391,NoChange,KRAB
Region_466,0.007041611928730995,-0.01661534343747127,0.05894089984789647,NoChange,KRAB
Region_467,0.7551458289532366,-0.002033708596030391,0.8740740452928628,NoChange,KRAB
Region_468,0.005988529941384533,-0.00998183464318144,0.05468314209102645,NoChange,KRAB
Region_469,0.4130278993520257,-0.004997272584388032,0.6371624931983468,NoChange,KRAB
Region_470,0.003527294377787655,-0.010427663289247434,0.03985842646900051,Depleted,KRAB
Region_471,0.37316684544615786,-0.004189008305958575,0.5966550884624734,NoChange,KRAB
Region_472,0.6799567909278081,0.0010719371443517055,0.8310838029109322,NoChange,KRAB
Region_473,0.8828086231862212,-8.152364045458118e-4,0.941960928425695,NoChange,KRAB
Region_474,0.45652753613683605,0.004841676768705946,0.6743478638361108,NoChange,KRAB
Region_475,4.2492864280040555e-4,-0.017710060976171196,0.013180724761838682,Depleted,KRAB
Region_476,0.6042684869367382,-0.0019804847217108983,0.7846886624866724,NoChange,KRAB
Region_477,4.274400126759551e-4,-0.010236989923384312,0.013180724761838682,Depleted,KRAB
Region_478,0.15519550335965696,-0.00894795123642845,0.34511326546769006,NoChange,KRAB
Region_479,0.8865864578453431,7.572705010393416e-4,0.9419652716022284,NoChange,KRAB
Region_480,0.6092320904986173,0.0022825609950756017,0.7846886624866724,NoChange,KRAB
Region_481,0.09582428630242665,-0.00396930149287907,0.2570479371436014,NoChange,KRAB
Region_482,0.23094529623633167,0.0060796752251849615,0.4304629851497811,NoChange,KRAB
Region_483,0.06087731236953894,-0.008418409647533452,0.2058849787577244,NoChange,KRAB
Region_484,0.7036040159008999,-8.812394350611166e-4,0.8478572970244904,NoChange,KRAB
Region_485,0.1576257418556934,-0.00632892434746939,0.34631454426560365,NoChange,KRAB
Region_486,0.03870609905576227,-0.004871018467431614,0.15692956831444568,NoChange,KRAB
Region_487,0.03921820168948744,-0.0052555180329685695,0.15757001923242955,NoChange,KRAB
Region_488,0.0663909203894318,-0.01734757721321259,0.21434782868587982,NoChange,KRAB
Region_489,6.113666830111882e-5,-0.008706997744880728,0.004251349857247032,Depleted,KRAB
Region_490,0.017553933374740368,-0.004988271975979186,0.1008940804142109,NoChange,KRAB
Region_491,0.012431252754141354,-0.011724538892183313,0.08481820862787667,NoChange,KRAB
Region_492,0.7444461741287338,9.036670904706629e-4,0.8683604405320973,NoChange,KRAB
Region_493,0.6114982677265454,0.0010134552492981107,0.7846886624866724,NoChange,KRAB
Region_494,0.48653078317760984,7.82151422675628e-4,0.6948243728160495,NoChange,KRAB
Region_495,0.514657271796838,-0.0017883981096596551,0.7133961095719584,NoChange,KRAB
Region_496,0.0026033528313407278,-0.008215110683040594,0.03268654110461136,Depleted,KRAB
Region_497,0.5286574206091671,0.0017189017474741337,0.7241004670161925,NoChange,KRAB
Region_498,0.005294343250800363,-0.007947913818802981,0.05037985577603714,NoChange,KRAB
Region_499,0.05650616092502074,-0.011846563554436121,0.20190343666489624,NoChange,KRAB
Region_500,0.6783788568153309,0.002475828384818428,0.8310126741148111,NoChange,KRAB
Region_501,0.7946058429578428,-8.0097467357397e-4,0.8949250447004513,NoChange,KRAB
Region_502,0.0842827184581244,-0.012114861738064765,0.24142512190739526,NoChange,KRAB
Region_503,0.012478785118924333,-0.01496994969055568,0.08481820862787667,NoChange,KRAB
Region_504,4.313170500067852e-5,-0.011409518451144891,0.0036186580317178877,Depleted,KRAB
Region_505,0.680311962559834,-0.002843892217521457,0.8310838029109322,NoChange,KRAB
Region_506,0.6760641993268619,-0.001367026867115035,0.8303832013471238,NoChange,KRAB
Region_507,0.682428462320035,0.0015216431671352731,0.8325443049086526,NoChange,KRAB
Region_508,0.32974351287340375,-0.0029314006893498695,0.5496472249040664,NoChange,KRAB
Region_509,0.029238589133448983,-0.019224955938763156,0.13624579678679322,NoChange,KRAB
Region_511,0.1836268278642748,-0.0034084392200047545,0.3798596164514976,NoChange,KRAB
Region_512,0.9174379332213426,2.1988244607350406e-4,0.9588021868579117,NoChange,KRAB
Region_513,0.021987381515215045,-0.012990377523727233,0.11692113464561411,NoChange,KRAB
Region_514,0.927458264154824,2.69909817153321e-4,0.9637090582351096,NoChange,KRAB
Region_515,0.06228228699695926,-0.01320545292341476,0.20623878185073688,NoChange,KRAB
Region_516,0.25152770390581414,0.004823715266858112,0.4529502875116653,NoChange,KRAB
Region_517,0.08625815203961652,-0.022921722628940787,0.24521185359689726,NoChange,KRAB
Region_518,0.012200153845373074,-0.013177610406840025,0.08481820862787667,NoChange,KRAB
Region_519,0.016638034970371966,-0.012089370374125464,0.1008940804142109,NoChange,KRAB
Region_520,0.17080953875230587,-0.0026488531610253684,0.3624690681504331,NoChange,KRAB
Region_521,0.3172099889118803,-0.004901367033976769,0.5380071856966976,NoChange,KRAB
Region_522,0.2077583032000132,-0.003870420590310837,0.40652274046063186,NoChange,KRAB
Region_523,0.7676535948917219,0.001379228810944755,0.8817774457206057,NoChange,KRAB
Region_524,0.016851626900657352,-0.008597840835575753,0.1008940804142109,NoChange,KRAB
Region_525,0.31268508875965023,-0.00327213867851056,0.5313295493209094,NoChange,KRAB
Region_526,0.6681435389497112,0.0019933150085980258,0.8244564999103725,NoChange,KRAB
Region_527,0.06744746929748305,-0.010617257608090767,0.2164072777664541,NoChange,KRAB
Region_528,0.18298543445970056,-0.007803260420230099,0.3798596164514976,NoChange,KRAB
Region_529,0.7207958767789086,-0.0021329113251621575,0.8511759225015827,NoChange,KRAB
Region_530,0.017724201432402758,-0.0023750560122927536,0.1008940804142109,NoChange,KRAB
Region_531,0.19291836043515315,-0.0035677492731141236,0.3892816915923626,NoChange,KRAB
Region_532,0.9913046110812936,-4.370683773542688e-5,0.9986113078170196,NoChange,KRAB
Region_533,0.5032239017485711,-0.002569856922537005,0.7042018687007868,NoChange,KRAB
Region_534,0.21529436685663397,-0.007550065469475989,0.4132189121834334,NoChange,KRAB
Region_535,0.11206429365483213,-0.00495645649332103,0.28041256509805557,NoChange,KRAB
Region_536,0.9949389526470911,-2.668109395467532e-5,0.9986113078170196,NoChange,KRAB
Region_537,0.9017275664048987,-1.7904527451139906e-4,0.9464483346449378,NoChange,KRAB
Region_538,0.45284105324767177,-0.0041346663450256395,0.6699972375382901,NoChange,KRAB
Region_539,0.0021581451871982575,-0.018097618043926664,0.030740504707976634,Depleted,KRAB
Region_540,0.5710609943395086,-0.005025051362087506,0.7625393484238047,NoChange,KRAB
Region_541,0.9097412817491812,4.129197743789944e-4,0.9518589336820137,NoChange,KRAB
Region_542,0.8094891018686494,8.464408235642386e-4,0.8999098939144553,NoChange,KRAB
Region_543,0.5067780022551849,0.0038148621211001833,0.704811252367211,NoChange,KRAB
Region_544,0.09351487798478898,0.0069306939476828705,0.2536632188668388,NoChange,KRAB
Region_546,0.43063829006840915,-0.004472125233515784,0.6488283570364031,NoChange,KRAB
Region_547,0.0031508633865445636,-0.010886058549631485,0.0369919545641076,Depleted,KRAB
Region_548,0.13565621408163273,0.005052955738267478,0.31444414751229743,NoChange,KRAB
Region_549,0.7529968456850097,-0.0027356837581761625,0.8738243241325401,NoChange,KRAB
Region_550,0.05053558309469176,-0.00860154693886279,0.18842322847695905,NoChange,KRAB
Region_551,0.9800473528720226,-1.592608418723673e-4,0.9941586244134952,NoChange,KRAB
Region_552,0.09296715140200053,-0.009094237522251412,0.2536632188668388,NoChange,KRAB
Region_553,0.42676089015734253,-0.0018841520239112745,0.6451368640505647,NoChange,KRAB
Region_554,0.8541990840702715,-8.679106975856479e-4,0.9246214805489155,NoChange,KRAB
Region_555,0.06966207724561742,-0.01201373830559252,0.2164072777664541,NoChange,KRAB
Region_556,0.10545629174722325,-0.009731497778119083,0.26953152811935366,NoChange,KRAB
Region_557,0.5059197628684059,-0.0015389511579304081,0.704811252367211,NoChange,KRAB
Region_558,0.27686057750470155,0.0035899479858707314,0.4823077756323019,NoChange,KRAB
Region_559,0.29185156322998196,0.002309625165245332,0.5034996434349307,NoChange,KRAB
Region_560,0.08264689542074152,-0.008827912544494228,0.24142512190739526,NoChange,KRAB
Region_561,0.5445240462823022,-9.397296647174854e-4,0.7357993091766835,NoChange,KRAB
Region_562,0.3301531450474646,0.0013067295826215068,0.5496472249040664,NoChange,KRAB
Region_563,0.17172125451179404,0.004490899635657757,0.3635503842591612,NoChange,KRAB
Region_564,0.05805433240001787,-0.00307382508954749,0.20402181265670097,NoChange,KRAB
Region_565,0.009413491343256059,-0.008466139983079782,0.0746473348623112,NoChange,KRAB
Region_566,0.5153540117338004,0.0011740949096301987,0.7133961095719584,NoChange,KRAB
Region_567,0.778293654604134,-0.0018533437348239278,0.8879798076441406,NoChange,KRAB
Region_568,0.240431098353511,-0.005640148264337735,0.4435708426766815,NoChange,KRAB
Region_569,0.5124842638402126,0.0041819349313390805,0.7116524954094503,NoChange,KRAB
Region_570,0.06776125050872757,0.009958401902481014,0.2164072777664541,NoChange,KRAB
Region_571,0.3972835675966483,-0.005261250585191448,0.6236797580979122,NoChange,KRAB
Region_572,0.4982730150096722,-0.004185499182900268,0.7017377882433681,NoChange,KRAB
Region_573,0.5786213255370516,-0.0031341743252378124,0.7705883748340445,NoChange,KRAB
Region_574,0.7952355881437552,0.0022853226602068807,0.8949250447004513,NoChange,KRAB
Region_575,0.9418072221934658,-3.145181141413866e-4,0.973021404414735,NoChange,KRAB
Region_576,0.012124730853141955,0.018081074181276247,0.08481820862787667,NoChange,KRAB
Region_577,0.9295663784708992,1.6449964776668477e-4,0.9643829064953344,NoChange,KRAB
Region_578,0.11972057987843535,-0.006128789142288073,0.29011595815040137,NoChange,KRAB
Region_579,0.21475503778020993,0.005424865709948587,0.41306075351768035,NoChange,KRAB
Region_580,0.69234250300715106,-0.0013884675156299623,0.841233363868904,NoChange,KRAB
Region_581,0.49388918803399634,-0.006099013181626071,0.6987102128055285,NoChange,KRAB
Region_582,0.0015416159832944134,0.007029956107736885,0.0262947329980783,Enriched,KRAB
Region_583,0.6484952746992665,0.0018256157462421293,0.8104244011483097,NoChange,KRAB
Region_584,0.557113727279047,-0.0026706605779153302,0.7494506093158608,NoChange,KRAB
Region_585,0.01753506109673649,-0.020699336703721424,0.1008940804142109,NoChange,KRAB
Region_586,0.033265605872111456,-0.015551449809342975,0.1438856828152572,NoChange,KRAB
Region_587,0.758260609258567,-0.002172617076601851,0.8754375361043991,NoChange,KRAB
Region_588,0.18671954932169738,-0.005157885562325599,0.38188794702899187,NoChange,KRAB
Region_589,0.00559093000360039,-0.01233606670053995,0.05203633549567917,NoChange,KRAB
Region_590,2.6192176826964053e-4,-0.028744107325351053,0.010294664283293696,Depleted,KRAB
Region_591,0.09190248922413409,-0.011047461939553352,0.2525223412116025,NoChange,KRAB
Region_592,0.855070307233289,-0.0016135686566173587,0.9246214805489155,NoChange,KRAB
Region_593,0.02024105504973597,-0.017735681055239275,0.1108964470603716,NoChange,KRAB
Region_596,0.013155067313771654,-0.007088242941739789,0.08617522356267808,NoChange,KRAB
Region_597,0.15397073053579674,-0.008609125364322762,0.34367787754163026,NoChange,KRAB
Region_598,0.012988885616616406,-0.008762033794967298,0.08617522356267808,NoChange,KRAB
Region_599,0.23889870416287284,-0.007038056078937807,0.4425500585312235,NoChange,KRAB
Region_600,0.010923554783220558,-0.01065882462048362,0.08300697772180289,NoChange,KRAB
Region_601,0.19351700117415613,-0.006026150415663073,0.38948265864905424,NoChange,KRAB
Region_602,0.7198908317808855,-0.0024131409618925515,0.8511759225015827,NoChange,KRAB
Region_603,0.6061203264303651,-0.0019109385374402076,0.7846886624866724,NoChange,KRAB
Region_604,0.8103170947415559,-9.576774310725945e-4,0.8999098939144553,NoChange,KRAB
Region_605,0.9794698911228475,-1.8655077016352335e-4,0.9941586244134952,NoChange,KRAB
Region_606,0.07734203862392489,-0.010725451927197939,0.23305734305342699,NoChange,KRAB
Region_607,0.9546526565779515,-3.980423660883898e-4,0.9784648543610751,NoChange,KRAB
Region_608,0.4239473490171476,-0.005903909909104603,0.6448407556554112,NoChange,KRAB
Region_609,9.370825524611036e-7,-0.01778616416045756,8.471226274248376e-4,Depleted,KRAB
Region_610,4.403234330630173e-5,-0.015290479655606521,0.0036186580317178877,Depleted,KRAB
Region_612,0.08175541853475626,-0.010578834454319057,0.23995746219292097,NoChange,KRAB
Region_613,0.19499112966268536,0.00581591454442508,0.38998225932537073,NoChange,KRAB
Region_614,0.2924214566665131,-0.00696923828249876,0.5035218987171959,NoChange,KRAB
Region_615,0.02634001277703276,0.01105211600686354,0.13163176821974787,NoChange,KRAB
Region_620,0.4357940010120644,-0.002724673069702019,0.6522479750246792,NoChange,KRAB
Region_621,0.03971613022717809,-0.04660533785631718,0.15886452090871236,NoChange,KRAB
Region_622,0.7048036341872905,0.004986297989310144,0.8478572970244904,NoChange,KRAB
Region_623,0.036510009388583155,-0.011444730926194975,0.15070798396017887,NoChange,KRAB
Region_624,0.8279165484301485,-7.076997799416563e-4,0.9082967958505512,NoChange,KRAB
Region_625,0.10081582662065874,-0.01091108076389994,0.263783330574038,NoChange,KRAB
Region_626,0.4156441173975599,-0.005899681201867301,0.639985375551626,NoChange,KRAB
Region_627,0.4929259148448061,-0.0023008766530182396,0.6987102128055285,NoChange,KRAB
Region_628,0.01695039787144195,-0.00674658008226139,0.1008940804142109,NoChange,KRAB
Region_629,0.9520188258358592,-2.1602819499023308e-4,0.9779829756313827,NoChange,KRAB
Region_630,0.05958159130682417,-0.016418425822929236,0.20402181265670097,NoChange,KRAB
Region_632,0.004550907807774978,-0.016694411954847204,0.047421823665792916,Depleted,KRAB
Region_633,0.6321231701175207,0.002795655197993986,0.7992983554981511,NoChange,KRAB
Region_634,0.6760083906416469,0.001883048574360734,0.8303832013471238,NoChange,KRAB
Region_635,0.5805536650617087,0.002840128041758372,0.771650647684523,NoChange,KRAB
Region_636,0.1882469145367288,-0.005158896226193159,0.3841364847892493,NoChange,KRAB
Region_637,0.33555988707386947,-0.008181340795560387,0.555579007169923,NoChange,KRAB
Region_638,0.00456382595013715,-0.019286210160741037,0.047421823665792916,Depleted,KRAB
Region_639,0.14257745292170546,-0.012186565710447362,0.3238442649276928,NoChange,KRAB
Region_640,0.8465956657119557,-0.001086361223188101,0.9191231144214403,NoChange,KRAB
Region_641,0.24826574533370593,0.003919787434352795,0.45005158620348285,NoChange,KRAB
Region_642,0.04075463358524671,-0.012647021367094113,0.16066868835614237,NoChange,KRAB
Region_644,0.48375729039070103,0.008595089862147286,0.6930532337768521,NoChange,KRAB
Region_645,0.023320651326361515,0.01293423949992442,0.12046782170874748,NoChange,KRAB
Region_646,0.8007852553721423,-0.001529447940550568,0.8949250447004513,NoChange,KRAB
Region_647,0.0010952473228791448,-0.014796675146433376,0.02062715791422389,Depleted,KRAB
Region_648,0.0064091296550608775,-0.016434807078130016,0.056251002021116825,NoChange,KRAB
Region_649,0.058437076339799235,-0.01666601645567242,0.20402181265670097,NoChange,KRAB
Region_650,0.7345478173519068,-0.002773479494688825,0.8601440762773623,NoChange,KRAB
Region_651,0.12002584994275456,-0.006986016000852872,0.29011595815040137,NoChange,KRAB
Region_652,0.47618692710643507,0.0024281599568967294,0.6898202481268677,NoChange,KRAB
Region_653,0.7776257480325898,-0.0013703407543520605,0.8879798076441406,NoChange,KRAB
Region_654,0.013698381646256955,-0.012670079766966835,0.08845240720154492,NoChange,KRAB
Region_655,0.08032332638532977,0.007793425424715407,0.2380730723027479,NoChange,KRAB
Region_656,0.4799744868050883,0.0024485552789775653,0.6898202481268677,NoChange,KRAB
Region_657,0.03236464387124454,0.00820176035981656,0.1420323178206898,NoChange,KRAB
Region_658,0.19447017341422218,-0.006223616878647639,0.3898027422759575,NoChange,KRAB
Region_659,0.11015524568932458,-0.005340463989905348,0.277365702071785,NoChange,KRAB
Region_660,0.0029888386252947645,-0.0085265983167802,0.03626304387159646,Depleted,KRAB
Region_661,0.011476185442402129,-0.014357278188855318,0.08481820862787667,NoChange,KRAB
Region_662,0.2293403673589132,-0.007956666700008438,0.42835473572821803,NoChange,KRAB
Region_663,0.3937094875922012,-0.0019389634927349491,0.6200581477061844,NoChange,KRAB
Region_664,0.4495152839986195,-0.003277205370091113,0.6672607828156848,NoChange,KRAB
Region_665,0.32609858408697456,0.004706634248659943,0.5457294394402037,NoChange,KRAB
Region_666,0.5227719815486268,-0.005243425490017288,0.7182156099087518,NoChange,KRAB
Region_667,0.276900149948191,0.006524797599144384,0.4823077756323019,NoChange,KRAB
Region_668,0.668502892073344,0.0013174693872966862,0.8244564999103725,NoChange,KRAB
Region_669,0.05922239955737814,-0.005299202350206628,0.20402181265670097,NoChange,KRAB
Region_670,0.18465528421854524,0.004478377138352435,0.38111501583005686,NoChange,KRAB
Region_671,0.021233300079486265,0.003286666897062942,0.11493954055003343,NoChange,KRAB
