bin,estimate,pval,fdr,speed,Result,Construct
PHOX2B.04064,-0.00541634961426195,0.224719316428536,0.5618150887478558,stable,NoChange,KRAB
PHOX2B.04065,-0.00496238103237056,0.280198860270185,0.6121598626103177,stable,NoChange,KRAB
PHOX2B.04066,-0.00703633739989994,0.0616444394162468,0.3282564082445397,stable,NoChange,KRAB
PHOX2B.04067,-0.00170989630226144,0.563599442283262,0.8123172744268228,stable,NoChange,KRAB
PHOX2B.04068,-0.00175622770305698,0.544551816479855,0.8007861437735329,stable,NoChange,KRAB
PHOX2B.04069,-8.5140882550186e-4,0.788369337557775,0.9188667711164392,stable,NoChange,KRAB
PHOX2B.04070,-6.4508655919441e-4,0.858003595332284,0.951005971624691,early,NoChange,KRAB
PHOX2B.04071,0.00375096261501116,0.319161129125232,0.6465574272999702,early,NoChange,KRAB
PHOX2B.04072,0.00378172074753256,0.299419535232354,0.6297563687197404,early,NoChange,KRAB
PHOX2B.04073,0.00519251060137111,0.177565525992659,0.5120174852004734,early,NoChange,KRAB
PHOX2B.04074,0.0036525765000361,0.223339677139696,0.5604978144663324,early,NoChange,KRAB
PHOX2B.04075,0.00470872609817425,0.122663541848205,0.4384152632936407,stable,NoChange,KRAB
PHOX2B.04076,-1.6514116564589e-4,0.951523586928856,0.9838757718849372,early,NoChange,KRAB
PHOX2B.04077,0.00167017475501818,0.685270060514705,0.8745638614420415,stable,NoChange,KRAB
PHOX2B.04078,-0.00153485626646059,0.730625948123549,0.8931574134885684,stable,NoChange,KRAB
PHOX2B.04079,0.0074032869231709,0.116931307305404,0.4298620030926074,early,NoChange,KRAB
PHOX2B.04082,4.7883225421733e-4,0.899352986371464,0.965952472131663,early,NoChange,KRAB
PHOX2B.04083,0.0047582576641163,0.158156603911237,0.48707849247482177,early,NoChange,KRAB
PHOX2B.04084,0.00470298714163883,0.15615690244609,0.4853911843670944,stable,NoChange,KRAB
PHOX2B.04085,0.0016006063125527,0.712637668047284,0.8855756364712534,stable,NoChange,KRAB
PHOX2B.04086,-7.0241575127824e-4,0.865840054647345,0.9547305310475768,early,NoChange,KRAB
PHOX2B.04087,-0.00154364570468313,0.693323018674202,0.8771705886888091,stable,NoChange,KRAB
PHOX2B.04088,0.00101166804658489,0.750026829516851,0.9014371770442658,early,NoChange,KRAB
PHOX2B.04091,-8.7305903494889e-4,0.768307136426365,0.9091007368745556,stable,NoChange,KRAB
PHOX2B.04092,-0.00827389188246037,0.0316689296169676,0.25192886876243553,early,NoChange,KRAB
PHOX2B.04093,-0.00615463843141518,0.108992437073338,0.41767070090053887,stable,NoChange,KRAB
PHOX2B.04094,-0.0081322774724663,0.0558876318690197,0.3159848000642046,early,NoChange,KRAB
PHOX2B.04095,-0.00682201506507946,0.0548890847410671,0.3140721096550287,stable,NoChange,KRAB
PHOX2B.04096,-0.00716544598633027,0.0359426148655293,0.2659594461930294,stable,NoChange,KRAB
PHOX2B.04097,-0.00464158914324002,0.150165597487145,0.4789561868796957,early,NoChange,KRAB
PHOX2B.04098,-0.00451208165019628,0.135630622908857,0.4568279772215137,early,NoChange,KRAB
PHOX2B.04099,-0.00425089381544236,0.155168965651201,0.4837603677451593,early,NoChange,KRAB
PHOX2B.04100,-0.00521030594269214,0.145857937030485,0.4727040674160862,stable,NoChange,KRAB
PHOX2B.04101,-0.00804406142101789,0.0388189100213984,0.27134082524013364,stable,NoChange,KRAB
PHOX2B.04102,-0.0109144034907773,0.00468107116025606,0.11882194270892477,stable,NoChange,KRAB
PHOX2B.04103,-0.0113502511404501,0.00457501733185169,0.11818502046250916,stable,NoChange,KRAB
PHOX2B.04104,-0.00845315948959953,0.0403276881531906,0.2762801839351931,stable,NoChange,KRAB
PHOX2B.04105,-0.00944196479159434,0.026378468933047,0.23252574715925317,stable,NoChange,KRAB
PHOX2B.04106,-0.00711598900973149,0.0736322424802581,0.35215693773986734,early,NoChange,KRAB
PHOX2B.04107,-0.00211815827465691,0.544781943348649,0.8008800190318761,early,NoChange,KRAB
PHOX2B.04108,0.00302545449512229,0.267560651844984,0.601238481698961,stable,NoChange,KRAB
PHOX2B.04109,0.00200078414161184,0.312373024951641,0.6409049735856199,early,NoChange,KRAB
PHOX2B.04111,0.00256254583854808,0.262704916237148,0.596944837895915,stable,NoChange,KRAB
PHOX2B.04112,4.5657658221415e-4,0.86376909852521,0.9540195914825368,stable,NoChange,KRAB
PHOX2B.04113,7.8429431368112e-4,0.776719242135553,0.9129773659272676,stable,NoChange,KRAB
PHOX2B.04114,-0.001079639321059,0.720051271371888,0.8884470698718425,early,NoChange,KRAB
PHOX2B.04115,-1.5547671110523e-4,0.960805813415255,0.9876291694288538,stable,NoChange,KRAB
PHOX2B.04116,-0.00721987123270693,0.125757207169758,0.44255845444020686,stable,NoChange,KRAB
PHOX2B.04117,-0.00998085548674229,0.0608932616140997,0.3274170028905217,stable,NoChange,KRAB
PHOX2B.04118,-0.0149001396004333,0.00345418947087154,0.1042605469736934,stable,NoChange,KRAB
PHOX2B.04119,-0.00754208235237623,0.055478832203064,0.31556888126933313,stable,NoChange,KRAB
PHOX2B.04120,-0.00705394190326457,0.0077005899488872,0.14582673351482267,stable,NoChange,KRAB
PHOX2B.04121,-4.7468859046374e-4,0.863184080267522,0.9537513957260504,stable,NoChange,KRAB
PHOX2B.04122,-4.41193996816405e-5,0.986878947784372,0.9958680430342964,stable,NoChange,KRAB
PHOX2B.04123,0.00155929607814853,0.5729583876909,0.8185751579448627,stable,NoChange,KRAB
PHOX2B.04124,2.1244375776979e-4,0.942645952504522,0.9807640197779226,early,NoChange,KRAB
PHOX2B.04125,-0.0012123251241812,0.687013434803125,0.8752800297282234,early,NoChange,KRAB
PHOX2B.04127,0.00174809763033256,0.606739851044304,0.8351066211983361,stable,NoChange,KRAB
PHOX2B.04128,0.00386900359842725,0.195910063586389,0.5326294900593697,stable,NoChange,KRAB
PHOX2B.04129,0.00765518296643882,0.0144548636671511,0.18427231996497304,stable,NoChange,KRAB
PHOX2B.04130,0.00917349086143098,0.00196654858009587,0.08221647976235807,stable,NoChange,KRAB
PHOX2B.04131,0.0048636737981822,0.228259538591034,0.5649739222222192,early,NoChange,KRAB
PHOX2B.04132,0.00608966978964688,0.131391351236781,0.44988893667745466,early,NoChange,KRAB
PHOX2B.04134,-0.00237883115587462,0.522458654088315,0.7863747908437874,stable,NoChange,KRAB
PHOX2B.04135,0.00518400360946308,0.155708593293119,0.4849003362459645,stable,NoChange,KRAB
PHOX2B.04136,5.9588980432148e-4,0.865509330727011,0.9545921361810034,early,NoChange,KRAB
PHOX2B.04140,-8.8611266104192e-4,0.852911090313326,0.9486685841908714,stable,NoChange,KRAB
PHOX2B.04141,-0.0110640393030589,0.00686136014475314,0.13807764825596483,early,NoChange,KRAB
PHOX2B.04142,-0.010880390101781,0.010937583625647,0.16549779096196823,early,NoChange,KRAB
PHOX2B.04143,-0.00752270372185025,0.0203447862115585,0.21040560285460283,early,NoChange,KRAB
PHOX2B.04144,-0.00416021461595868,0.287247907641829,0.6185390420918219,early,NoChange,KRAB
PHOX2B.04145,-0.00696308999982386,0.117734791410736,0.43075307023026127,early,NoChange,KRAB
PHOX2B.04146,-0.00337329468463474,0.466572433250218,0.7558110155801568,stable,NoChange,KRAB
PHOX2B.04147,0.0019198217604821,0.596240798198859,0.8300811578654278,stable,NoChange,KRAB
PHOX2B.04148,0.00541596789812484,0.112249782214772,0.4228774742008633,early,NoChange,KRAB
PHOX2B.04149,0.00101926526692462,0.795727704654659,0.9226991483397908,stable,NoChange,KRAB
PHOX2B.04150,-0.0054874286361293,0.142883754378756,0.4685186322501837,early,NoChange,KRAB
PHOX2B.04151,-0.00910489370791198,0.0143931049386901,0.18401826749978176,early,NoChange,KRAB
PHOX2B.04152,-0.00745909826472707,0.0782707427040042,0.3630001040989752,early,NoChange,KRAB
PHOX2B.04153,-0.00336633658896249,0.304247429282898,0.6329058041918029,early,NoChange,KRAB
PHOX2B.04154,0.00351161679575544,0.301108115441729,0.6318529823609994,stable,NoChange,KRAB
PHOX2B.04155,-5.3445767266804e-4,0.860787341222371,0.9526137719053478,early,NoChange,KRAB
PHOX2B.04156,0.0047234903984818,0.265616262414175,0.5992042029343382,early,NoChange,KRAB
PHOX2B.04157,-0.00600034881875262,0.145838262422081,0.4727040674160862,stable,NoChange,KRAB
PHOX2B.04158,-8.729510288635e-4,0.843878247932356,0.9446121514874126,stable,NoChange,KRAB
PHOX2B.04159,-0.00643915408811328,0.0697519140741782,0.3450048089507489,stable,NoChange,KRAB
PHOX2B.04160,-0.00451984926946709,0.200560401334247,0.5380990841509085,stable,NoChange,KRAB
PHOX2B.04161,-0.00733640000260794,0.0338891137171574,0.25996681132661614,early,NoChange,KRAB
PHOX2B.04162,-0.00440330146421682,0.176089905118333,0.5102671085243256,early,NoChange,KRAB
PHOX2B.04163,-0.00113341718792787,0.706329368757399,0.882904965173745,stable,NoChange,KRAB
PHOX2B.04164,6.4635187367962e-4,0.811702899040301,0.9305316721820294,stable,NoChange,KRAB
PHOX2B.04165,-0.00121371648904606,0.751389926835559,0.902304591876422,stable,NoChange,KRAB
PHOX2B.04166,-0.00154959992798473,0.702058858780626,0.880868988309415,early,NoChange,KRAB
PHOX2B.04167,-0.0116660259067859,0.00976299959900406,0.15731858876385185,stable,NoChange,KRAB
PHOX2B.04168,-0.011854691154013,2.3690099871775e-4,0.03908927475823074,early,Depleted,KRAB
PHOX2B.04169,-0.00995073621785382,8.3469904859476e-4,0.06287690175518096,early,NoChange,KRAB
PHOX2B.04173,-0.002312712684004,0.443099247735392,0.7425452993359095,early,NoChange,KRAB
PHOX2B.04174,0.00441994404250857,0.18714093009883,0.5232499204217914,stable,NoChange,KRAB
PHOX2B.04177,0.00380951929203415,0.397211311707397,0.7094483355423261,stable,NoChange,KRAB
PHOX2B.04180,0.00169921854891821,0.673669906105004,0.8691388128120079,early,NoChange,KRAB
PHOX2B.04181,-0.00829560496680432,0.0440197573251969,0.2856586735542366,stable,NoChange,KRAB
PHOX2B.04182,-0.00744401263232927,0.0319717052047214,0.25313262976917217,early,NoChange,KRAB
PHOX2B.04183,-0.0102313644032499,0.016849867547487,0.19596739801223712,early,NoChange,KRAB
PHOX2B.04184,-0.00286899498096839,0.460952764023882,0.7532994305454295,early,NoChange,KRAB
PHOX2B.04185,-0.00528696189575048,0.286082457979519,0.6175496249892211,early,NoChange,KRAB
PHOX2B.04186,0.00328990689690102,0.342311688123837,0.664875703107058,stable,NoChange,KRAB
PHOX2B.04187,-0.00220785433255474,0.51680329816094694,0.7835450185988682,stable,NoChange,KRAB
PHOX2B.04188,0.00151823159309217,0.542273970472509,0.8002512891115221,stable,NoChange,KRAB
PHOX2B.04189,-0.00334069201763892,0.154561779769365,0.4829478032666463,stable,NoChange,KRAB
PHOX2B.04190,-0.00256464523406069,0.299393149330148,0.6297563687197404,stable,NoChange,KRAB
PHOX2B.04191,-0.00486331213727715,0.0788150024816866,0.36356849358895377,stable,NoChange,KRAB
PHOX2B.04193,-0.00293147546006596,0.34518153617224,0.66706322623137,stable,NoChange,KRAB
PHOX2B.04196,-0.00466074274359729,0.152762919341888,0.4816323497483926,early,NoChange,KRAB
PHOX2B.04197,-0.00638836863543024,0.0335167007928415,0.2585331122503175,early,NoChange,KRAB
PHOX2B.04198,-0.0107631180813895,6.60591797145065e-5,0.02401538396447157,stable,Depleted,KRAB
PHOX2B.04199,-0.00404165894726414,0.27137108081279,0.6053820354879078,stable,NoChange,KRAB
PHOX2B.04203,-0.00308295128578973,0.451012081310243,0.7478803694149827,stable,NoChange,KRAB
PHOX2B.04204,0.00365565648781313,0.34279485213114,0.664875703107058,early,NoChange,KRAB
PHOX2B.04205,4.5582473928622e-4,0.891146418554237,0.963478117175384,early,NoChange,KRAB
PHOX2B.04206,9.449293816516e-4,0.744387708878043,0.8989615884594586,stable,NoChange,KRAB
PHOX2B.04207,-0.0037205988491991,0.280618393843636,0.6124747324780899,stable,NoChange,KRAB
PHOX2B.04208,-0.00950127920092072,0.00485424725355139,0.12152331859452078,stable,NoChange,KRAB
PHOX2B.04209,-0.00700123520003291,0.0934792211102703,0.38943206217582543,early,NoChange,KRAB
PHOX2B.04210,-0.00657725032577367,0.102705877700354,0.4062323540167975,stable,NoChange,KRAB
PHOX2B.04211,0.00201586319931515,0.605756233413941,0.834849307020054,stable,NoChange,KRAB
PHOX2B.04212,0.00270780585564528,0.400099764316859,0.7125525408595137,early,NoChange,KRAB
PHOX2B.04213,0.00616422982216443,0.0156372309963596,0.191502628264349,stable,NoChange,KRAB
PHOX2B.04214,-1.7327418876547e-4,0.947166089139315,0.9821447160714478,stable,NoChange,KRAB
PHOX2B.04215,5.2506413789733e-4,0.875664664353867,0.9586477317983968,early,NoChange,KRAB
PHOX2B.04216,0.00137435711884159,0.704459562379098,0.8820633783286161,stable,NoChange,KRAB
PHOX2B.04217,0.00265917011449507,0.485885514130588,0.7682414647458209,early,NoChange,KRAB
PHOX2B.04218,-0.00296335144006591,0.377107003080205,0.6944566030734796,stable,NoChange,KRAB
PHOX2B.04219,-6.6513553001754e-4,0.8652744771147,0.9544707110637208,early,NoChange,KRAB
PHOX2B.04220,0.00668514084241445,0.090846229421317,0.3856230683727415,stable,NoChange,KRAB
PHOX2B.04221,0.00981032966519056,0.00548883377113332,0.1262764127062851,early,NoChange,KRAB
PHOX2B.04222,0.00624387860016662,0.0362429035028871,0.26657291337304245,stable,NoChange,KRAB
PHOX2B.04223,-0.00314652646733839,0.343206116952566,0.6652104652060455,stable,NoChange,KRAB
PHOX2B.04224,-0.00239640856765855,0.607505050752845,0.8354006219669293,stable,NoChange,KRAB
PHOX2B.04225,-0.00409854574358813,0.389158101766006,0.7037079299127291,stable,NoChange,KRAB
PHOX2B.04226,-0.00362497220895965,0.402786742421258,0.7145882198084542,early,NoChange,KRAB
PHOX2B.04227,6.7316430532175e-4,0.833051679931437,0.9402121376455032,stable,NoChange,KRAB
PHOX2B.04232,0.00103499677352042,0.728453648774382,0.8924947437146064,stable,NoChange,KRAB
PHOX2B.04233,0.00570005346658393,0.0295867033892304,0.2443049145726151,early,NoChange,KRAB
PHOX2B.04234,0.00276412156950126,0.196918062900732,0.5338078725707475,early,NoChange,KRAB
PHOX2B.04235,0.00215296800517998,0.322386504346893,0.6490813282197316,early,NoChange,KRAB
PHOX2B.04236,-6.8492390287208e-4,0.769292592814269,0.909530152432124,stable,NoChange,KRAB
PHOX2B.04237,0.00132337725598312,0.635856434183762,0.8493437567928378,early,NoChange,KRAB
PHOX2B.04238,0.00151115255823123,0.668741278090036,0.8666746512025993,stable,NoChange,KRAB
PHOX2B.04239,-0.00277117813112605,0.532413181589651,0.7936131237832011,early,NoChange,KRAB
PHOX2B.04240,-0.00415458935812929,0.34858966511137,0.6699260783364908,stable,NoChange,KRAB
PHOX2B.04241,-0.00407985470138085,0.261146771435687,0.5946565167101026,stable,NoChange,KRAB
PHOX2B.04242,-4.0119445804266e-4,0.883465294893672,0.9606730038693594,stable,NoChange,KRAB
PHOX2B.04243,0.00121457659336946,0.675529081357908,0.8694583874046253,early,NoChange,KRAB
PHOX2B.04244,-0.00100091580213097,0.782647647763716,0.9155800359253322,stable,NoChange,KRAB
PHOX2B.04245,-0.00325137341675887,0.429498352935725,0.733302442527182,stable,NoChange,KRAB
PHOX2B.04246,-0.00405731826132909,0.310618530824253,0.6390052516882745,early,NoChange,KRAB
PHOX2B.04247,-5.699189503734e-4,0.88950314489791,0.9633763278825634,stable,NoChange,KRAB
PHOX2B.04248,0.00159395440575613,0.734365255819144,0.8948404381421994,stable,NoChange,KRAB
PHOX2B.04249,-0.00565152939655704,0.0843287047431441,0.3737830774265613,early,NoChange,KRAB
PHOX2B.04250,-0.00387211296977773,0.328752728310914,0.6541803754811298,stable,NoChange,KRAB
PHOX2B.04251,0.00124503575641925,0.691724294216965,0.8769602369064842,early,NoChange,KRAB
PHOX2B.04252,0.00348853627549913,0.319761848101921,0.6472255368928135,stable,NoChange,KRAB
PHOX2B.04253,0.00552835773791038,0.0663259399074781,0.3369290347352163,stable,NoChange,KRAB
PHOX2B.04254,0.00420805630523611,0.198861562138165,0.5359634671392692,early,NoChange,KRAB
PHOX2B.04255,0.00229448206187163,0.488079067179388,0.7695337093911283,early,NoChange,KRAB
PHOX2B.04256,0.0020582208435258,0.529185662870391,0.7919336314560367,stable,NoChange,KRAB
PHOX2B.04257,0.00407596178385612,0.147271832581391,0.474624562778686,stable,NoChange,KRAB
PHOX2B.04258,-0.00542063391885805,0.257010448554228,0.5908127541031886,stable,NoChange,KRAB
PHOX2B.04259,-0.0085260234261177,0.135191908255352,0.45622331311750153,early,NoChange,KRAB
PHOX2B.04260,-0.014325775249273,0.00886199879475723,0.15117864784102705,early,NoChange,KRAB
PHOX2B.04261,-7.69990121659e-4,0.768436404916532,0.9091306685121447,early,NoChange,KRAB
PHOX2B.04262,1.5554680597925e-4,0.954949348402536,0.9851099841672696,stable,NoChange,KRAB
PHOX2B.04263,-0.00157623065578898,0.686043973433836,0.8747234054278893,stable,NoChange,KRAB
PHOX2B.04264,-0.00134517024438412,0.755062137011366,0.9039241203192784,stable,NoChange,KRAB
PHOX2B.04266,-0.00961531724859672,0.0845554853737177,0.3737830774265613,stable,NoChange,KRAB
PHOX2B.04267,-0.00201646752948413,0.672374910839993,0.8685217510615236,stable,NoChange,KRAB
PHOX2B.04268,-0.00751868964857492,0.160407910990028,0.4908511428154141,early,NoChange,KRAB
PHOX2B.04269,-0.00192312076565508,0.697777957094805,0.8794898453896022,stable,NoChange,KRAB
PHOX2B.04270,-8.0838457294064e-4,0.838932208964563,0.9425082688868718,stable,NoChange,KRAB
PHOX2B.04271,0.002094264728995,0.564891683097346,0.8127561490188501,early,NoChange,KRAB
PHOX2B.04272,0.00647358824763453,0.048891160004968,0.29796168686701163,stable,NoChange,KRAB
PHOX2B.04273,0.00270842520708649,0.432596684333015,0.7350549117026752,stable,NoChange,KRAB
PHOX2B.04274,0.00313130100437344,0.312571290927936,0.6410254228103501,early,NoChange,KRAB
PHOX2B.04275,0.00199239717890885,0.485798345545201,0.7682414647458209,early,NoChange,KRAB
PHOX2B.04276,0.00218680597772947,0.460713466922786,0.753129160053739,stable,NoChange,KRAB
PHOX2B.04277,-0.0013257826254853,0.710486479969053,0.885403305809778,stable,NoChange,KRAB
PHOX2B.04278,-0.00527250466615615,0.18011765197652,0.5153867089202221,early,NoChange,KRAB
PHOX2B.04279,-0.00530880515101195,0.176825225301549,0.5113423471929794,stable,NoChange,KRAB
PHOX2B.04280,-0.00777060691083527,0.0352041648462531,0.26338980108382243,stable,NoChange,KRAB
PHOX2B.04281,-0.00870126930233914,0.0158607613426314,0.1926212868066993,stable,NoChange,KRAB
PHOX2B.04282,-0.00741581330022775,0.04698761397366,0.2931992046572821,stable,NoChange,KRAB
PHOX2B.04283,-0.00435738229660596,0.193252351322389,0.5294642543075417,stable,NoChange,KRAB
PHOX2B.04284,-0.00468979209471789,0.120004680425642,0.4351219498829047,stable,NoChange,KRAB
PHOX2B.04285,-0.002330165221094,0.425065999131685,0.7310972857505563,stable,NoChange,KRAB
PHOX2B.04286,-0.00221490578264728,0.539965593993016,0.798465348690884,early,NoChange,KRAB
PHOX2B.04287,6.7846042281981e-4,0.833463558513522,0.9402962348392112,stable,NoChange,KRAB
PHOX2B.04288,0.00226276288781442,0.552093223489796,0.8047458213244723,stable,NoChange,KRAB
PHOX2B.04290,-6.1014533102907e-4,0.896316014812615,0.9648435479265112,stable,NoChange,KRAB
PHOX2B.04291,-8.5736987755979e-4,0.849621414831357,0.9470506180813668,early,NoChange,KRAB
PHOX2B.04292,-4.856607584082e-4,0.907060786990203,0.9686320268733822,stable,NoChange,KRAB
PHOX2B.04293,-0.00297421781646114,0.529948137241006,0.7923606437598429,early,NoChange,KRAB
PHOX2B.04294,-0.00559644226255634,0.23989307470675,0.5741481268536959,stable,NoChange,KRAB
PHOX2B.04295,-0.00877293959007696,0.0601572329709102,0.32567478373989356,early,NoChange,KRAB
PHOX2B.04296,-0.00372021775757228,0.264396504376371,0.5980462109443839,stable,NoChange,KRAB
PHOX2B.04297,6.8632506198236e-4,0.849727064816866,0.9470506180813668,stable,NoChange,KRAB
PHOX2B.04298,0.00511942990950712,0.0735341677611202,0.3520641843078132,early,NoChange,KRAB
PHOX2B.04299,0.00291029209070591,0.404901819325429,0.7159220007044984,early,NoChange,KRAB
PHOX2B.04300,0.00142348765876703,0.719744855568634,0.8884112911493848,stable,NoChange,KRAB
PHOX2B.04301,-0.00527002504481355,0.289684696271324,0.6203607601159368,stable,NoChange,KRAB
PHOX2B.04302,-0.00260551335788885,0.659112120965328,0.8619951512397889,stable,NoChange,KRAB
PHOX2B.04303,-0.00419633618793298,0.310802348065181,0.6391475241876563,stable,NoChange,KRAB
PHOX2B.04304,-0.00671735463449226,0.132107974072488,0.45188006758319016,stable,NoChange,KRAB
PHOX2B.04305,-0.00536574986694582,0.153325485029531,0.4819467739120319,stable,NoChange,KRAB
PHOX2B.04306,-0.00812574078993185,0.0232202666919922,0.22400245874231825,early,NoChange,KRAB
PHOX2B.04307,-2.8480656483491e-4,0.910990769567162,0.9703502318134808,stable,NoChange,KRAB
PHOX2B.04308,5.3848463005907e-4,0.85636108673561,0.9501676256289548,early,NoChange,KRAB
PHOX2B.04309,-1.9203844441083e-4,0.953492756754194,0.9845339746418292,early,NoChange,KRAB
PHOX2B.04310,-0.00343727905248872,0.340671691802259,0.6636054399544761,stable,NoChange,KRAB
PHOX2B.04311,-0.00604818626166326,0.111739471501991,0.4225633997363573,stable,NoChange,KRAB
PHOX2B.04312,-0.00397302499198295,0.280262992788974,0.6121598626103177,early,NoChange,KRAB
PHOX2B.04313,-0.00810888386145989,0.0311554740916926,0.25024639444542524,stable,NoChange,KRAB
PHOX2B.04314,-0.00954663370942594,0.00512420525746669,0.1227564353678046,stable,NoChange,KRAB
PHOX2B.04315,-0.010825409923113,3.9076223857135e-4,0.04623009371778305,early,Depleted,KRAB
PHOX2B.04316,-0.00491170617612951,0.0555172796859256,0.3156105562133465,stable,NoChange,KRAB
PHOX2B.04318,-0.00157006071452533,0.564675446757484,0.8126815914933034,stable,NoChange,KRAB
PHOX2B.04319,0.00451135172778743,0.20559139739784,0.5431831661160886,stable,NoChange,KRAB
PHOX2B.04320,0.00748678209868181,0.0363735572012662,0.2670667384590757,stable,NoChange,KRAB
PHOX2B.04321,0.00823525372463951,0.020139731644917,0.20958104063344551,stable,NoChange,KRAB
PHOX2B.04322,0.00108271398564571,0.692623713536335,0.8770729427208108,stable,NoChange,KRAB
PHOX2B.04323,-0.00217338628574433,0.35886826353885,0.6793458138038769,stable,NoChange,KRAB
PHOX2B.04324,-0.00744746745250841,0.0435002709337163,0.2844955145970034,early,NoChange,KRAB
PHOX2B.04325,-0.00964927267567839,0.0195033817739219,0.2066263821151128,stable,NoChange,KRAB
PHOX2B.04326,-0.0138747070493209,0.00483587472102412,0.12152331859452078,stable,NoChange,KRAB
PHOX2B.04327,-0.00302843321723837,0.437587612049824,0.7389076599308501,early,NoChange,KRAB
PHOX2B.04331,0.00215413814006054,0.544890949451209,0.8008800190318761,stable,NoChange,KRAB
PHOX2B.04332,7.8883075999162e-4,0.798997517379311,0.9237217755364132,stable,NoChange,KRAB
PHOX2B.04333,-0.00513931498841506,0.0867682700742175,0.3774888193686363,stable,NoChange,KRAB
PHOX2B.04334,-0.0044656210663818,0.17407613388237,0.5083333514196638,early,NoChange,KRAB
PHOX2B.04335,-0.00388332255954254,0.246746781690953,0.580880929523279,early,NoChange,KRAB
PHOX2B.04336,-0.0018612054224266,0.629181611303532,0.846144277107275,early,NoChange,KRAB
PHOX2B.04340,-0.00606425804938709,0.0469644806467607,0.29316424406710684,stable,NoChange,KRAB
PHOX2B.04341,7.93408330449e-4,0.797877280633526,0.9234412442731856,early,NoChange,KRAB
PHOX2B.04342,0.00233157594037083,0.432384237704749,0.7350549117026752,early,NoChange,KRAB
PHOX2B.04343,6.4710146991539e-4,0.854159508242445,0.9491617913780458,early,NoChange,KRAB
PHOX2B.04344,9.5734138418222e-4,0.804984353473107,0.9269669491900472,stable,NoChange,KRAB
PHOX2B.04346,-0.00437095953196054,0.22365679301065,0.5608355899710751,early,NoChange,KRAB
PHOX2B.04347,-4.13705152265309e-5,0.989067363554617,0.9958680430342964,stable,NoChange,KRAB
PHOX2B.04348,-0.00333029875428492,0.214542802750077,0.5517602480576003,early,NoChange,KRAB
PHOX2B.04349,0.00146990943688425,0.668086861235629,0.866213101290388,stable,NoChange,KRAB
PHOX2B.04352,-0.00347430767714794,0.483511654158642,0.7664193623085439,stable,NoChange,KRAB
PHOX2B.04353,0.00184737202117581,0.765914198656225,0.9079452147251756,stable,NoChange,KRAB
PHOX2B.04354,-0.00906248216223289,0.0725854239126132,0.35001327684274236,stable,NoChange,KRAB
PHOX2B.04355,-0.00352069577657479,0.394538280992712,0.7074594201439173,early,NoChange,KRAB
PHOX2B.04356,-0.00208375600652597,0.593733730428104,0.8288233132007529,stable,NoChange,KRAB
PHOX2B.04357,0.00558332816211458,0.0838883072261684,0.37349951058126046,stable,NoChange,KRAB
PHOX2B.04358,0.00592813005430077,0.0261826783637547,0.232307505443107,stable,NoChange,KRAB
PHOX2B.04359,0.00272779376228745,0.313920873474385,0.6422435487046906,stable,NoChange,KRAB
PHOX2B.04360,-0.0039351620088766,0.197616065650302,0.5350340331399182,early,NoChange,KRAB
PHOX2B.04361,-0.004864361127775,0.166479831137772,0.4991111896946865,early,NoChange,KRAB
PHOX2B.04362,-0.00743211001515211,0.0114914982705662,0.1697247319373625,stable,NoChange,KRAB
PHOX2B.04363,-0.00357876752198181,0.223838025069466,0.560953588076829,stable,NoChange,KRAB
PHOX2B.04364,-0.0061323887087781,0.0185954729582354,0.2019326243990406,stable,NoChange,KRAB
PHOX2B.04365,-0.00251511661981937,0.357603899624229,0.6782821501839135,stable,NoChange,KRAB
PHOX2B.04366,-0.00310046470260436,0.310447094586704,0.6389519788203076,early,NoChange,KRAB
PHOX2B.04367,0.00517491151187436,0.104697867389199,0.41032960401495144,stable,NoChange,KRAB
PHOX2B.04368,0.00756848433284465,0.0309534147021605,0.24946214653697832,stable,NoChange,KRAB
PHOX2B.04369,0.00746940660937984,0.0258156728029842,0.23091471569309305,stable,NoChange,KRAB
PHOX2B.04370,0.0052216080159259,0.142130653507481,0.46739014475547686,early,NoChange,KRAB
PHOX2B.04371,0.00107654674042507,0.746903147212948,0.8998891448733523,stable,NoChange,KRAB
PHOX2B.04372,-4.6516533403405e-4,0.867051597421401,0.955224249068577,stable,NoChange,KRAB
PHOX2B.04373,4.0308375412132e-4,0.873460095840145,0.9576878820616812,stable,NoChange,KRAB
PHOX2B.04374,0.0041522704881317,0.118064675377292,0.430996630939632,stable,NoChange,KRAB
PHOX2B.04375,0.00927487486239467,2.4061472399452e-4,0.03908927475823074,early,Enriched,KRAB
PHOX2B.04376,0.00707891136353633,0.0162623344769396,0.19370015630901777,early,NoChange,KRAB
PHOX2B.04377,0.00725545938702357,0.021646563368641,0.21780714754138591,stable,NoChange,KRAB
PHOX2B.04378,-0.00203466317522136,0.560733339415741,0.8104704956827516,stable,NoChange,KRAB
PHOX2B.04379,-3.6137620207186e-4,0.9029243755293,0.9676242247817074,stable,NoChange,KRAB
PHOX2B.04380,-0.00251546959836974,0.368731256566443,0.6875884036084552,early,NoChange,KRAB
PHOX2B.04381,0.00393104760046307,0.0862744499512793,0.3766984380711783,stable,NoChange,KRAB
PHOX2B.04382,0.00355648952273724,0.242745938290182,0.5765431509766672,stable,NoChange,KRAB
PHOX2B.04383,-0.00168510340666585,0.649138638250169,0.8561481270425563,stable,NoChange,KRAB
