bin,estimate,pval,fdr,speed,Result,Construct
PHOX2B.00002,0.00284218608630294,0.461901146055555,0.7539651406039088,stable,NoChange,KRAB
PHOX2B.00003,-6.3100968859131e-4,0.891597551577916,0.9636056352582356,early,NoChange,KRAB
PHOX2B.00004,0.00377288503152979,0.451374877411781,0.7479375652390111,early,NoChange,KRAB
PHOX2B.00007,-0.00202343701831046,0.544762071018998,0.8008800190318761,early,NoChange,KRAB
PHOX2B.00008,-0.00277365289589261,0.287736165315251,0.6187080687312627,stable,NoChange,KRAB
PHOX2B.00009,-6.4786371512413e-4,0.79673930590281,0.9228392975514886,early,NoChange,KRAB
PHOX2B.00010,2.8426316624764e-4,0.906388385578365,0.968612045602487,stable,NoChange,KRAB
PHOX2B.00011,-5.14659445909689e-5,0.985314993986086,0.9956146612948228,early,NoChange,KRAB
PHOX2B.00012,-0.00102603101395996,0.697370951605543,0.8794309949249298,stable,NoChange,KRAB
PHOX2B.00013,-0.00254543755718727,0.287808819605951,0.6187080687312627,early,NoChange,KRAB
PHOX2B.00014,-8.4335261024992e-4,0.637793219951993,0.8500754922101394,stable,NoChange,KRAB
PHOX2B.00015,-0.00672109758705068,0.0161136768370328,0.1935840644724853,stable,NoChange,KRAB
PHOX2B.00016,-0.00407326165863723,0.17477640985753,0.5090345790298223,early,NoChange,KRAB
PHOX2B.00017,-0.00360509192563917,0.263332314507238,0.5976800075331896,stable,NoChange,KRAB
PHOX2B.00018,-0.0011596499086051,0.622054477453176,0.842888057018499,early,NoChange,KRAB
PHOX2B.00019,-0.00119316298360297,0.631785224225662,0.8477443406461808,stable,NoChange,KRAB
PHOX2B.00020,-0.00675760504168542,0.0168511103475212,0.19596739801223712,stable,NoChange,KRAB
PHOX2B.00021,-0.00121314690802135,0.762478745428375,0.9066632291612268,early,NoChange,KRAB
PHOX2B.00022,-0.00501948245484255,0.210785868670985,0.5478509946033474,early,NoChange,KRAB
PHOX2B.00023,-0.00488037229599544,0.230968549235899,0.5682823669665799,stable,NoChange,KRAB
PHOX2B.00024,-0.0132361038059811,9.6783992627007e-4,0.06467826412421677,stable,NoChange,KRAB
PHOX2B.00025,-0.010630877254751,0.00838007120087239,0.14892660009796915,stable,NoChange,KRAB
PHOX2B.00026,-0.00487748666377762,0.203344071997912,0.5412816527221437,stable,NoChange,KRAB
PHOX2B.00027,0.00273897593720794,0.373501487734536,0.6921615003750716,stable,NoChange,KRAB
PHOX2B.00028,0.00251150548876194,0.51439542377688,0.7824978930040951,stable,NoChange,KRAB
PHOX2B.00029,0.00506426359581109,0.238980177800308,0.5741481268536959,stable,NoChange,KRAB
PHOX2B.00031,0.00554869894309373,0.134540213649306,0.45489892472377275,stable,NoChange,KRAB
PHOX2B.00032,0.00560431137353936,0.0827320604683237,0.3709191011291627,stable,NoChange,KRAB
PHOX2B.00033,8.0636183694918e-4,0.809600287090748,0.9297449252175922,early,NoChange,KRAB
PHOX2B.00034,-0.00264049454938356,0.531954146337058,0.7932824317098823,stable,NoChange,KRAB
PHOX2B.00035,0.00243323711573686,0.66651899453829,0.8654551708722589,stable,NoChange,KRAB
PHOX2B.00039,8.7355885596258e-4,0.872735852751969,0.9575343532316454,early,NoChange,KRAB
PHOX2B.00040,0.00500547919477829,0.316586232387998,0.6443865803337774,stable,NoChange,KRAB
PHOX2B.00041,-9.419680015146e-4,0.82714067400222,0.9370813791917854,stable,NoChange,KRAB
PHOX2B.00042,-9.9098386254424e-4,0.846710449056217,0.9456217453933216,stable,NoChange,KRAB
PHOX2B.00043,-0.00389595827074551,0.380280716236404,0.6965468358153981,stable,NoChange,KRAB
PHOX2B.00045,-0.00341230733277976,0.446027759915185,0.7447750603156904,stable,NoChange,KRAB
PHOX2B.00046,0.00599380615581447,0.0680888239335755,0.3406070603174344,stable,NoChange,KRAB
PHOX2B.00047,0.00591399132624883,0.228414686616623,0.5649739222222192,stable,NoChange,KRAB
PHOX2B.00048,0.00386468700481379,0.408000557404766,0.7185480030489954,stable,NoChange,KRAB
PHOX2B.00052,-0.0024554794347301,0.599439123649696,0.8315570688339997,stable,NoChange,KRAB
PHOX2B.00053,-0.00122079831187927,0.770673417643811,0.9098415168660736,early,NoChange,KRAB
PHOX2B.00055,0.00427358258020945,0.339427342292087,0.6628028310544805,stable,NoChange,KRAB
PHOX2B.00056,-0.00394617220580307,0.369986683075093,0.6890842299882817,early,NoChange,KRAB
PHOX2B.00057,-0.00929578503701156,0.0047354158906464,0.11998539384739355,stable,NoChange,KRAB
PHOX2B.00058,-0.0108969542206293,2.7782688036128e-4,0.04111591964851049,early,Depleted,KRAB
PHOX2B.00059,-0.0026151130058303,0.483749143383572,0.7664364684797228,early,NoChange,KRAB
PHOX2B.00060,-0.00134796815500019,0.75758643222994,0.9052136000387956,early,NoChange,KRAB
PHOX2B.00061,0.00107495350659647,0.820442989814548,0.9345976372251232,stable,NoChange,KRAB
PHOX2B.00062,-0.00278640039814257,0.572536688700863,0.8184801860148234,early,NoChange,KRAB
PHOX2B.00065,0.00644154674936352,0.0875687442064545,0.37918490661950766,stable,NoChange,KRAB
PHOX2B.00066,0.0042039304950263,0.164193486584997,0.49684744487619814,stable,NoChange,KRAB
PHOX2B.00067,0.0035653454268096,0.233592086862234,0.5705234702618053,early,NoChange,KRAB
PHOX2B.00068,0.00202740726543564,0.44658192569048,0.7451558339641889,early,NoChange,KRAB
PHOX2B.00069,0.0020533422774811,0.56036315925856,0.8103769840035228,stable,NoChange,KRAB
PHOX2B.00070,0.00321419531108205,0.286409103202553,0.6178857145589891,stable,NoChange,KRAB
PHOX2B.00071,0.00112451581597402,0.702093090066148,0.880868988309415,early,NoChange,KRAB
PHOX2B.00072,0.00224281383755743,0.45076848565387,0.7477218328650572,stable,NoChange,KRAB
PHOX2B.00073,-6.9949063565368e-4,0.855529612285571,0.9495600787317716,stable,NoChange,KRAB
PHOX2B.00074,-0.0026771480022396,0.51004636145729,0.7795940271273197,early,NoChange,KRAB
PHOX2B.00075,-6.0329418727246e-4,0.875886994575256,0.9586477317983968,early,NoChange,KRAB
PHOX2B.00076,1.7189532169656e-4,0.954411012026322,0.984797640162657,stable,NoChange,KRAB
PHOX2B.00077,0.001787422822113,0.541093878381941,0.7992206278866227,early,NoChange,KRAB
PHOX2B.00078,3.8322058585426e-4,0.883105453505993,0.9606462397890766,stable,NoChange,KRAB
PHOX2B.00079,-0.00206391371922096,0.593846704419888,0.8288233132007529,early,NoChange,KRAB
PHOX2B.00083,0.00268450309489544,0.56698314515501,0.8143656391331471,early,NoChange,KRAB
PHOX2B.00084,0.00171796292055171,0.803606438919876,0.92603302459785,stable,NoChange,KRAB
PHOX2B.00086,0.00169776567366127,0.589810928430429,0.8271895468082913,stable,NoChange,KRAB
PHOX2B.00089,-0.00621524241028323,0.0813236244298817,0.3687603005796081,early,NoChange,KRAB
PHOX2B.00090,-0.0106603249884615,0.00458971875679146,0.1182223663202286,early,NoChange,KRAB
PHOX2B.00093,-0.00951324375206384,0.0213132539330521,0.21523040188552556,stable,NoChange,KRAB
PHOX2B.00094,-0.0069203477693788,0.0490276960306046,0.2980983389538933,early,NoChange,KRAB
PHOX2B.00095,5.6202753678852e-4,0.852345514238891,0.9485442227069258,stable,NoChange,KRAB
PHOX2B.00096,4.5278443100754e-4,0.88903110457281,0.9632957416689306,stable,NoChange,KRAB
PHOX2B.00097,0.00512955344443572,0.126154715588364,0.4429883254873577,early,NoChange,KRAB
PHOX2B.00100,-0.0036688698856294,0.452764500976784,0.7482617375157223,stable,NoChange,KRAB
PHOX2B.00101,-0.00482149954044667,0.306650599337164,0.6354061455584965,early,NoChange,KRAB
PHOX2B.00105,-0.00543886218237992,0.231891314138237,0.5686931289534738,stable,NoChange,KRAB
PHOX2B.00106,-0.0037163326835401,0.323317484117758,0.6500166250181856,stable,NoChange,KRAB
PHOX2B.00107,-0.00441220594072919,0.136605639377398,0.45857578322123704,stable,NoChange,KRAB
PHOX2B.00108,-0.00800194214164709,0.00414057512897714,0.11464046006934554,early,NoChange,KRAB
PHOX2B.00112,-0.00554411234506366,0.0350351867797041,0.26312005194526433,early,NoChange,KRAB
PHOX2B.00113,-0.00157856240279171,0.528761540297216,0.791769272778505,stable,NoChange,KRAB
PHOX2B.00114,4.6263715943172e-4,0.861367193489585,0.9529790703913802,stable,NoChange,KRAB
PHOX2B.00115,-0.00315523175411993,0.311645381247394,0.6400936334098399,stable,NoChange,KRAB
PHOX2B.00116,-0.00705678661355735,0.0254634999536211,0.22967967083301272,stable,NoChange,KRAB
PHOX2B.00120,-0.00490919175183411,0.138574540228018,0.4612623479763425,stable,NoChange,KRAB
PHOX2B.00121,-0.00859226131983002,0.0593977466298394,0.3241868527711502,early,NoChange,KRAB
PHOX2B.00122,-0.00446834163782858,0.365094796317785,0.6846931631923515,stable,NoChange,KRAB
PHOX2B.00123,-0.0128232491266467,0.0074089477923899,0.14259644532648946,stable,NoChange,KRAB
PHOX2B.00124,-0.00505575669441196,0.117510057453499,0.4305242462928864,early,NoChange,KRAB
PHOX2B.00125,-0.00423331535842705,0.288222048666707,0.619077621093647,early,NoChange,KRAB
PHOX2B.00126,-1.1290621493615e-4,0.981530408883025,0.994337084182182,stable,NoChange,KRAB
PHOX2B.00128,-0.00246896123646202,0.592700598992053,0.8283267709292466,stable,NoChange,KRAB
PHOX2B.00129,-0.0142250995643886,0.00594570408152935,0.12912988227976016,early,NoChange,KRAB
PHOX2B.00130,-0.00923938959833277,0.0475079556268332,0.29427785553088087,early,NoChange,KRAB
PHOX2B.00131,-0.00818064151344974,0.178697605154806,0.5140822382597319,stable,NoChange,KRAB
PHOX2B.00132,0.00341965039322599,0.409774563753296,0.7198172300048707,stable,NoChange,KRAB
PHOX2B.00134,0.009456570763521,0.0467540721789021,0.29272495284454503,stable,NoChange,KRAB
PHOX2B.00135,0.00603155960918381,0.227558363447491,0.5646918700003549,early,NoChange,KRAB
PHOX2B.00136,0.00306201506942723,0.544016533918309,0.8005001517003764,early,NoChange,KRAB
PHOX2B.00137,-0.00252138708798029,0.613859820558307,0.8389651666554894,stable,NoChange,KRAB
PHOX2B.00139,-0.00240365643171385,0.610200654857026,0.8371478546397804,stable,NoChange,KRAB
PHOX2B.00141,-6.70069602042659e-5,0.989294046493093,0.9959044268904405,stable,NoChange,KRAB
PHOX2B.00142,0.00304497739772331,0.439478466170984,0.7398226685904334,early,NoChange,KRAB
PHOX2B.00143,0.00366777541418163,0.300902521667909,0.6317630721723091,early,NoChange,KRAB
PHOX2B.00144,0.00548944969948976,0.063954352529376,0.3326504510094476,stable,NoChange,KRAB
PHOX2B.00145,-8.9930709955954e-4,0.7965408739351,0.9227905725198534,early,NoChange,KRAB
PHOX2B.00146,-2.038530485162e-4,0.954123198419836,0.9846871338233936,stable,NoChange,KRAB
PHOX2B.00147,-0.00219823129543191,0.618872655195397,0.8410733370851381,stable,NoChange,KRAB
PHOX2B.00148,0.00375652864131395,0.396122843797433,0.7085251476344248,early,NoChange,KRAB
PHOX2B.00149,-9.2928004918546e-4,0.852272317156216,0.9485258857848664,stable,NoChange,KRAB
PHOX2B.00150,1.8764760469569e-4,0.968957488292782,0.989433916146859,stable,NoChange,KRAB
PHOX2B.00151,-0.00626630538439482,0.17805029316794,0.5129314193656278,stable,NoChange,KRAB
PHOX2B.00187,-0.00368523789508725,0.191568802999548,0.5269954092056985,stable,NoChange,KRAB
PHOX2B.00188,-0.00631457604899237,0.015756669719108,0.19219459351760984,stable,NoChange,KRAB
PHOX2B.00189,-0.00454884066560775,0.0663386597209055,0.3369290347352163,stable,NoChange,KRAB
PHOX2B.00190,-0.0014466138930178,0.538778032950263,0.7977841655710042,early,NoChange,KRAB
PHOX2B.00191,8.1250398432913e-4,0.787355050404977,0.9179404983214188,stable,NoChange,KRAB
PHOX2B.00192,-0.0022676067656458,0.492355331631952,0.7710139723645597,stable,NoChange,KRAB
PHOX2B.00196,-6.8546150185894e-4,0.868401665163614,0.955712820746741,early,NoChange,KRAB
PHOX2B.00197,-0.00196260662235971,0.596986120998439,0.8303233643321986,stable,NoChange,KRAB
PHOX2B.00198,7.14672211925743e-6,0.998640608949125,0.9994075129524912,early,NoChange,KRAB
PHOX2B.00199,-0.00556481214955119,0.135410294086539,0.45634542321373056,stable,NoChange,KRAB
PHOX2B.00200,3.0883125676074e-4,0.943907112403738,0.9812245067898122,stable,NoChange,KRAB
PHOX2B.00201,0.00201600198451796,0.591543601471663,0.8279614673246708,stable,NoChange,KRAB
PHOX2B.00202,0.00421702413280856,0.33714582365286,0.6601978464808873,early,NoChange,KRAB
PHOX2B.00203,-0.0013125294660686,0.733913889640302,0.8947286850654809,stable,NoChange,KRAB
PHOX2B.00204,-0.00298901188134147,0.413884113679941,0.7231314122339706,early,NoChange,KRAB
PHOX2B.00205,-0.0030716480049507,0.273883038916706,0.607020840980721,early,NoChange,KRAB
PHOX2B.00206,0.00189658245784187,0.501557549585571,0.7758345113051063,early,NoChange,KRAB
PHOX2B.00207,0.00811751080017395,0.0121505474979452,0.17229313140008018,stable,NoChange,KRAB
PHOX2B.00208,0.00908997781553103,0.00388250363908804,0.11179570945974315,stable,NoChange,KRAB
PHOX2B.00209,0.0053096079886659,0.132730783870793,0.45252943907671184,early,NoChange,KRAB
PHOX2B.00210,0.00228839032941844,0.568201289636528,0.8154149289102942,stable,NoChange,KRAB
PHOX2B.00213,0.00467443260029302,0.277750619996213,0.6094834158849812,stable,NoChange,KRAB
PHOX2B.00214,0.00338922358741342,0.336719027892643,0.6599030005213488,early,NoChange,KRAB
PHOX2B.00216,1.8648081069812e-4,0.96192973864406,0.9880444087798426,stable,NoChange,KRAB
PHOX2B.00217,-0.00413210545611211,0.207752973837949,0.5450356255333771,stable,NoChange,KRAB
PHOX2B.00218,-0.00355403430865187,0.290964864554235,0.6219076469760316,early,NoChange,KRAB
PHOX2B.00222,-0.00392310824839451,0.112093684035627,0.4227500077552121,stable,NoChange,KRAB
PHOX2B.00223,-0.00421318452244753,0.0390091730194029,0.27174627583290345,stable,NoChange,KRAB
PHOX2B.00224,-0.00173732302280882,0.472972100945244,0.7606031776235518,stable,NoChange,KRAB
PHOX2B.00225,-7.5775818634636e-4,0.800379664202014,0.924424968882539,early,NoChange,KRAB
PHOX2B.00226,-0.00174753956731871,0.64135094760576,0.8514902462650517,stable,NoChange,KRAB
PHOX2B.00227,-0.00363243032932382,0.398061502209584,0.7103598870398968,early,NoChange,KRAB
PHOX2B.00228,-0.00198565170296611,0.584277677913731,0.8240596784811777,stable,NoChange,KRAB
PHOX2B.00229,0.00120830803007625,0.636082437460419,0.8493875537864775,early,NoChange,KRAB
PHOX2B.00230,0.00450971341698145,0.126665243617848,0.4441113587966212,stable,NoChange,KRAB
PHOX2B.00231,0.0100336824383279,0.00252765440703277,0.09351762090444472,early,NoChange,KRAB
PHOX2B.00232,0.00522575589889391,0.29800506395411003,0.628679031727587,stable,NoChange,KRAB
PHOX2B.00233,0.00282288586276794,0.611854375780331,0.837661950566883,early,NoChange,KRAB
PHOX2B.00235,-0.00306765647659112,0.576724226216966,0.8200830935843876,early,NoChange,KRAB
PHOX2B.00236,0.00333454021486722,0.354956239745336,0.6757665297428568,early,NoChange,KRAB
PHOX2B.00237,-0.00151800570667529,0.606405287788876,0.8350734304726183,early,NoChange,KRAB
PHOX2B.00238,-2.1301606189354e-4,0.929538441673727,0.976608114601353,stable,NoChange,KRAB
PHOX2B.00239,-0.00248534825569699,0.494044790279614,0.771837096476313,stable,NoChange,KRAB
PHOX2B.00240,-0.00133907094922054,0.726831350458957,0.8916852719092268,stable,NoChange,KRAB
PHOX2B.00241,-0.00679941654832126,0.184023223620191,0.5195105608856276,stable,NoChange,KRAB
PHOX2B.00242,-0.00984131484789728,0.041447151583465,0.2799073391554045,early,NoChange,KRAB
PHOX2B.00243,-0.00945105063081312,0.134541056131303,0.45489892472377275,early,NoChange,KRAB
PHOX2B.00244,6.0148235706721e-4,0.862592084763581,0.953481398426322,early,NoChange,KRAB
PHOX2B.00245,-0.00689286533535258,0.0716567574835061,0.34825139432401103,stable,NoChange,KRAB
PHOX2B.00248,-0.0069587349846175,0.0613705381345272,0.32820579124518656,stable,NoChange,KRAB
PHOX2B.00249,-0.00848954798476375,0.0741127483006645,0.35290076589749786,stable,NoChange,KRAB
PHOX2B.00252,0.00236816990669042,0.635119614090159,0.8493341114154331,early,NoChange,KRAB
PHOX2B.00253,-0.00311101139514976,0.518475817006353,0.7841557075306995,stable,NoChange,KRAB
PHOX2B.00254,-0.00145834851440443,0.712257080542706,0.8855756364712534,stable,NoChange,KRAB
PHOX2B.00255,-0.00244913539089979,0.490056457015723,0.7698651132619949,stable,NoChange,KRAB
PHOX2B.00256,0.00187259959742219,0.519501069577789,0.7844109198272919,stable,NoChange,KRAB
PHOX2B.00257,5.2141122340135e-4,0.870493877412277,0.9562630459588504,stable,NoChange,KRAB
PHOX2B.00258,0.0044960270483033,0.152762989300903,0.4816323497483926,stable,NoChange,KRAB
PHOX2B.00259,-0.00193874889981105,0.628249636293644,0.8457070488399427,early,NoChange,KRAB
PHOX2B.00260,-0.0144485328219548,6.169810078818e-4,0.05488177337663479,stable,NoChange,KRAB
PHOX2B.00261,-0.0133419752038498,8.7508917746137e-4,0.06357800010058756,stable,NoChange,KRAB
PHOX2B.00262,-0.0112938146662755,0.00130328483282154,0.07233934885306798,stable,NoChange,KRAB
PHOX2B.00263,-0.00643643483820108,0.0310234029918335,0.24984174425421043,early,NoChange,KRAB
PHOX2B.00264,-0.00791048870363964,0.00816495093480038,0.14826130612979932,early,NoChange,KRAB
PHOX2B.00265,-0.00498643179423555,0.145997518878436,0.4727040674160862,stable,NoChange,KRAB
PHOX2B.00266,8.3948799521615e-4,0.811843395152533,0.9305316721820294,stable,NoChange,KRAB
PHOX2B.00267,2.3468641091587e-4,0.959450117000969,0.9871421534271736,early,NoChange,KRAB
PHOX2B.00268,-0.00222750816112747,0.627067804283601,0.845281102381885,stable,NoChange,KRAB
PHOX2B.00269,-0.00456192426731858,0.297540151850704,0.6280944154758045,stable,NoChange,KRAB
PHOX2B.00270,-0.00365876445005484,0.219653703478767,0.5575756524867295,early,NoChange,KRAB
PHOX2B.00271,-0.00414331789889515,0.10325667727556,0.4071590224190497,early,NoChange,KRAB
PHOX2B.00272,-0.00305819743139003,0.270560776204229,0.6048904472688342,early,NoChange,KRAB
PHOX2B.00273,0.001346786717258,0.680895591246058,0.872203521440661,stable,NoChange,KRAB
PHOX2B.00275,0.00230090277641092,0.591053432448923,0.8278213191661089,early,NoChange,KRAB
PHOX2B.00276,-0.00108285403009362,0.830470903767427,0.939062969551928,stable,NoChange,KRAB
PHOX2B.00277,-0.0153585009872665,4.91535227203418e-5,0.02152308588373935,early,Depleted,KRAB
PHOX2B.00280,-0.0128122131360211,0.0027418475344213,0.0957345974109144,stable,NoChange,KRAB
PHOX2B.00281,-0.00509969954173993,0.313255165067099,0.6416752215423283,stable,NoChange,KRAB
PHOX2B.00282,-0.00488192365215558,0.343614446797929,0.665511013637957,stable,NoChange,KRAB
PHOX2B.00283,-0.0067239073244711204,0.293022280659315,0.6237540223352501,stable,NoChange,KRAB
PHOX2B.00287,-0.0125622721310922,0.006843014417105,0.13787437361114083,stable,NoChange,KRAB
PHOX2B.00288,-0.0130546311974925,0.00841603125156037,0.14915509336672728,early,NoChange,KRAB
PHOX2B.00290,-0.00497576478723547,0.159982419090406,0.4900871944401648,early,NoChange,KRAB
PHOX2B.00291,-0.00791338979736156,0.12684009366212,0.44425300505801274,early,NoChange,KRAB
PHOX2B.00292,-0.00232768413718493,0.632084627058623,0.8477443406461808,stable,NoChange,KRAB
PHOX2B.00293,-0.00745512592107014,0.157601710178191,0.4864476558342355,stable,NoChange,KRAB
PHOX2B.00294,-0.00345689038366382,0.325241303075011,0.6519273460458278,early,NoChange,KRAB
PHOX2B.00295,-0.00368301086182616,0.289097360499664,0.6198968021074345,stable,NoChange,KRAB
PHOX2B.00296,0.00295047578031931,0.252907238415174,0.587296367378621,stable,NoChange,KRAB
PHOX2B.00298,0.00150941037403482,0.541732544573009,0.7996992395608072,stable,NoChange,KRAB
PHOX2B.00299,-0.00410143782546708,0.188166375264867,0.524420892954681,stable,NoChange,KRAB
PHOX2B.00300,-0.0107528567166808,4.9165242164352e-4,0.04968324424459953,stable,Depleted,KRAB
PHOX2B.00301,-0.0105314211887007,0.00175366070257978,0.07926072413308556,early,NoChange,KRAB
PHOX2B.00302,-0.0066598660875397,0.0600509804875537,0.3254156016504733,early,NoChange,KRAB
PHOX2B.00304,-0.0117489952723458,0.0322495752081058,0.25426985651271167,early,NoChange,KRAB
PHOX2B.00307,-0.0115645765981815,0.059587161139322,0.32458504746999406,early,NoChange,KRAB
PHOX2B.00308,-0.008328875869495,0.0833747730996554,0.3721047052430043,stable,NoChange,KRAB
PHOX2B.00309,1.5945911180999e-4,0.967170646834786,0.9892351514995796,stable,NoChange,KRAB
PHOX2B.00310,-0.00129979010966428,0.7460191080145,0.8994125488763055,early,NoChange,KRAB
PHOX2B.00311,0.00136229446520438,0.741591082434545,0.8977579029645936,early,NoChange,KRAB
PHOX2B.00312,0.00212903348469658,0.560893637973214,0.8104920338569134,stable,NoChange,KRAB
PHOX2B.00314,0.00390354789911184,0.18936363450969,0.5257452092765857,stable,NoChange,KRAB
PHOX2B.00318,8.45410096594843e-5,0.978078994369678,0.9925494097729166,stable,NoChange,KRAB
PHOX2B.00323,-0.0016420550901946,0.672445398556267,0.8685217510615236,stable,NoChange,KRAB
PHOX2B.00324,0.00438299218705914,0.273908943732615,0.607020840980721,early,NoChange,KRAB
PHOX2B.00325,0.00106421717375755,0.837505046068146,0.942011026147466,stable,NoChange,KRAB
PHOX2B.00326,-0.0017957095088973,0.638976514028123,0.8506365036374293,early,NoChange,KRAB
PHOX2B.00328,-0.00199759410510657,0.634579592711898,0.8491697630568193,stable,NoChange,KRAB
PHOX2B.00329,0.00217756317699857,0.617080811099202,0.8404544971971462,stable,NoChange,KRAB
PHOX2B.00330,0.0032262490992365,0.478406601207196,0.7634375680872875,stable,NoChange,KRAB
PHOX2B.00331,-0.00105500803770986,0.783986534181519,0.91631302845384,stable,NoChange,KRAB
PHOX2B.00332,-0.00395832934080943,0.249822000570067,0.5841405642524092,stable,NoChange,KRAB
PHOX2B.00333,-0.00144049231435307,0.743309834174549,0.8984078026092066,stable,NoChange,KRAB
PHOX2B.00334,-0.00105859885335841,0.842390358403055,0.9436194949000284,early,NoChange,KRAB
PHOX2B.00337,0.0011960601918281,0.81962555244311,0.9343115230677,early,NoChange,KRAB
PHOX2B.00338,-0.0016747315555498,0.713187150622533,0.8858161556640389,early,NoChange,KRAB
PHOX2B.00342,0.0046456771990609,0.165870433083562,0.49883395148946746,early,NoChange,KRAB
PHOX2B.00343,0.00490900454343246,0.0761507399655354,0.3578476233774212,early,NoChange,KRAB
PHOX2B.00344,0.00354176046577656,0.256770869418391,0.590806170787528,early,NoChange,KRAB
PHOX2B.00345,0.00229616484569893,0.474831649545776,0.7616161207897575,stable,NoChange,KRAB
PHOX2B.00346,-0.012465172987249,0.101022962435794,0.4029112809000198,stable,NoChange,KRAB
PHOX2B.00351,-0.00585301254740017,0.379313080662572,0.6963750297738245,early,NoChange,KRAB
PHOX2B.00352,-0.00228707213255636,0.754499632473121,0.9036568383967148,early,NoChange,KRAB
PHOX2B.00355,0.00820841987183933,0.0897836005549257,0.3837401856387789,early,NoChange,KRAB
PHOX2B.00356,0.00206149532753714,0.646110234214209,0.8547575012961779,stable,NoChange,KRAB
PHOX2B.00357,6.176654711128e-4,0.865832481546063,0.9547305310475768,early,NoChange,KRAB
PHOX2B.00358,0.0030319486161741,0.34006627924528,0.6630439999788758,stable,NoChange,KRAB
PHOX2B.00359,0.00402735454199965,0.203043330575049,0.5412816527221437,stable,NoChange,KRAB
PHOX2B.00360,0.00209078241269982,0.488801453203987,0.7696190481198941,early,NoChange,KRAB
PHOX2B.00361,-0.00466790026830554,0.15705074545414,0.48604316918566065,early,NoChange,KRAB
PHOX2B.00362,-0.00456667740532396,0.137968598364143,0.4605869214644506,early,NoChange,KRAB
PHOX2B.00363,-0.00815932880762527,0.0126408973499202,0.17523085808742864,stable,NoChange,KRAB
PHOX2B.00364,-0.00317611241937951,0.309050764610356,0.6377733859870248,stable,NoChange,KRAB
PHOX2B.00368,-0.00559681464960291,0.139198728546709,0.4626034057008376,stable,NoChange,KRAB
PHOX2B.00369,-9.2979459318363e-4,0.792135068082523,0.9204451576274868,stable,NoChange,KRAB
PHOX2B.00370,-0.00609645756492117,0.0592385950292707,0.3238466899883929,stable,NoChange,KRAB
PHOX2B.00371,-0.0016791602968121,0.518965496752924,0.7841926449985677,stable,NoChange,KRAB
PHOX2B.00377,-0.00238267113854962,0.369219767804514,0.6880547783793911,stable,NoChange,KRAB
PHOX2B.00379,-0.00450377972342695,0.309329621502139,0.6380805797928051,early,NoChange,KRAB
PHOX2B.00382,-0.00695802394316346,0.0901616817758865,0.3842828506462,early,NoChange,KRAB
PHOX2B.00386,-0.00791139732723197,0.0995251382076713,0.4002377332836712,stable,NoChange,KRAB
PHOX2B.00387,-0.00415929824380017,0.224097614285019,0.5611512180171792,early,NoChange,KRAB
PHOX2B.00388,-0.00799324070092634,0.0253246813916023,0.22904523900041387,stable,NoChange,KRAB
PHOX2B.00389,-0.00930244639317979,0.00120948800282952,0.06998708605992408,stable,NoChange,KRAB
PHOX2B.00390,-0.00852595103875626,0.0230789651720748,0.223609232081464,early,NoChange,KRAB
PHOX2B.00391,7.427679260702e-4,0.742885812639566,0.8981690924100821,early,NoChange,KRAB
PHOX2B.00392,0.0024307857299721,0.391528750198769,0.7057746659856968,stable,NoChange,KRAB
PHOX2B.00393,0.00589528047454871,0.0551671305854336,0.31475944209491846,stable,NoChange,KRAB
PHOX2B.00394,0.00440538288602914,0.258969001936477,0.5921972677948455,stable,NoChange,KRAB
PHOX2B.00395,0.00660029005235508,0.0905068398357619,0.3847903612623996,stable,NoChange,KRAB
PHOX2B.00396,0.00144584900320438,0.673554609567218,0.8691388128120079,early,NoChange,KRAB
PHOX2B.00397,-0.0022229228665004,0.520302924680287,0.7851188249518809,stable,NoChange,KRAB
PHOX2B.00398,-0.00777748478849465,0.0251670076728303,0.2284832648282249,early,NoChange,KRAB
PHOX2B.00399,-0.00776988147976722,0.0206950017528606,0.2122602462132804,stable,NoChange,KRAB
PHOX2B.00400,-0.00132043791071408,0.660703839411312,0.8628513537437255,early,NoChange,KRAB
PHOX2B.00401,9.8919763585477e-4,0.721570505224662,0.8891103295892808,stable,NoChange,KRAB
PHOX2B.00402,-0.00356176051956179,0.263899399267212,0.5979347816190362,stable,NoChange,KRAB
PHOX2B.00403,-0.00630752455258808,0.132578307626264,0.45252943907671184,stable,NoChange,KRAB
PHOX2B.00404,-0.0024894979530987,0.582428697091751,0.8231179837290081,stable,NoChange,KRAB
PHOX2B.00405,-1.2213300986432e-4,0.979409516231137,0.9930074778666972,early,NoChange,KRAB
PHOX2B.00406,0.00299770345488657,0.440517077096894,0.7411980159262862,stable,NoChange,KRAB
PHOX2B.00407,0.00110015832439596,0.737796657510552,0.8964971310538994,early,NoChange,KRAB
PHOX2B.00408,0.00536641367214278,0.0365410818661359,0.26789851470731724,early,NoChange,KRAB
PHOX2B.00409,-4.3555904257959e-4,0.892447601257582,0.9639619232630472,stable,NoChange,KRAB
PHOX2B.00410,-0.00257229390956571,0.464940229662201,0.754874162112277,stable,NoChange,KRAB
PHOX2B.00411,-0.00865750947533949,0.025866396892742,0.23091471569309305,early,NoChange,KRAB
PHOX2B.00412,-0.00530497461192279,0.125068586536342,0.441267133354837,early,NoChange,KRAB
